Version,Resolution,Superfit_c,Superfit_z,ZTF_Name,Zooniverse_c,rlap,agreement
ZTF20aapjhzr_20200224_P60_v1.ascii,,,,ZTF20aapjhzr,TDE,5.34,6.0
ZTF20aapjhzr_20200226_P200_v1.ascii,,,,ZTF20aapjhzr,Gal,7.54,6.0
ZTF20aapjhzr_20200227_P60_v1.ascii,,,,ZTF20aapjhzr,Ic-norm,7.55,2.0
ZTF20aappfuo_20200226_P200_v2.ascii,,,,ZTF20aappfuo,Ia-csm,4.05,5.0
ZTF20aappghw_20200322_Keck1_v1.ascii,,,,ZTF20aappghw,Ia-norm,18.27,8.0
ZTF20aaqbach_20200226_P200_v1.ascii,,,,ZTF20aaqbach,Ia-norm,8.19,1.0
ZTF20aaqhsil_20200308_Gemini_N_v1.ascii,,,,ZTF20aaqhsil,II-norm,6.27,6.0
ZTF20aaqnglu_20200305_P60_v1.ascii,,,,ZTF20aaqnglu,Ib-norm,5.87,4.0
ZTF20aarcyhr_20200306_P60_v1.ascii,,,,ZTF20aarcyhr,Ic-norm,10.0,5.0
ZTF20aarcyhr_20200306_P60_v2.ascii,,,,ZTF20aarcyhr,Ia-91bg,4.54,3.0
ZTF20aarcyhr_20200323_Keck1_v1.ascii,,,,ZTF20aarcyhr,Ia-91T,12.15,4.0
ZTF20aattqfr_20200404_P60_v1.ascii,,,,ZTF20aattqfr,Ia-norm,20.01,9.0
ZTF20aatxjed_20200528_P200_v1.ascii,,,,ZTF20aatxjed,Gal,5.32,7.0
ZTF20aatzhhl_20200401.ascii,ZTF20aatzhhl_20200401_Lijiang-2,IIn,0.007144,,,,
ZTF20aatzhhl_20200402.ascii,ZTF20aatzhhl_20200402_Lijiang-2,IIb,0.007896,,,,
ZTF20aaulhtf_20200423_P60_v1.ascii,,,,ZTF20aaulhtf,II-norm,7.43,11.0
ZTF20aaulhtf_20200429_P60_v1.ascii,,,,ZTF20aaulhtf,II-norm,9.21,14.0
ZTF20aauodwr_20200429_P60_v1.ascii,,,,ZTF20aauodwr,Gal,5.54,4.0
ZTF20aauodwr_20200429_P60_v2.ascii,,,,ZTF20aauodwr,II-norm,12.65,6.0
ZTF20aaurjcd_20200416_P60_v1.ascii,,,,ZTF20aaurjcd,Ia-norm,5.76,9.0
ZTF20aaurmmc_20200428_P60_v1.ascii,,,,ZTF20aaurmmc,Gal,5.65,4.0
ZTF20aaurmmc_20200428_P60_v2.ascii,,,,ZTF20aaurmmc,Ia-norm,5.91,4.0
ZTF20aauszcq_20200423_P60_v1.ascii,,,,ZTF20aauszcq,TDE,6.51,8.0
ZTF20aauszcq_20200423_P60_v2.ascii,,,,ZTF20aauszcq,LBV,7.14,7.0
ZTF20aauszcq_20200501_P60_v1.ascii,,,,ZTF20aauszcq,Ic-SLSN,6.08,8.0
ZTF20aauszcq_20200501_P60_v2.ascii,,,,ZTF20aauszcq,II-norm,5.26,4.0
ZTF20aauukev_20200426_P60_v1.ascii,,,,ZTF20aauukev,II-norm,6.67,8.0
ZTF20aauwhfa_20200416_P60_v1.ascii,,,,ZTF20aauwhfa,Ic-BL,10.11,15.0
ZTF20aauwvdy_20200528_P200_v1.ascii,,,,ZTF20aauwvdy,II-norm,12.99,8.0
ZTF20aavbeku_20200422_P60_v1.ascii,,,,ZTF20aavbeku,Ia-norm,5.44,5.0
ZTF20aawmcrd_20200527_Lick_3-m_v1.ascii,,,,ZTF20aawmcrd,II-norm,14.02,9.0
ZTF20aawyglg_20200505_P60_v1.ascii,,,,ZTF20aawyglg,Ib-norm,5.88,6.0
ZTF20aawyglg_20200528_P200_v1.ascii,,,,ZTF20aawyglg,II-norm,16.67,7.0
ZTF20aazangn_20200510_P60_v1.ascii,,,,ZTF20aazangn,Ic-BL,5.84,3.0
ZTF20aazangn_20200517_P60_v1.ascii,,,,ZTF20aazangn,Ic-norm,6.72,6.0
ZTF20abcxmwf_20200703_P60_v1.ascii,,,,ZTF20abcxmwf,Ic-norm,5.13,3.0
ZTF20abcxmwf_20200705_P60_v1.ascii,,,,ZTF20abcxmwf,Ic-BL,4.02,6.0
ZTF20abjckqi_20200701_P60_v1.ascii,,,,ZTF20abjckqi,Ic-BL,5.04,8.0
ZTF20abjfubr_20200702_P60_v1.ascii,,,,ZTF20abjfubr,Ia-csm,4.71,2.0
ZTF20abmihnc_20200720_P60_v1.ascii,ZTF20abmihnc_20200720_P60_v1_10,IIb-flash,,ZTF20abmihnc,Gal,14.81,7.0
ZTF20abmihnc_20200726_LT_v1.ascii,ZTF20abmihnc_20200726_LT_v1_10,IIb-flash,,ZTF20abmihnc,Gal,21.36,7.0
ZTF20abmihnc_20200730_P60_v1.ascii,ZTF20abmihnc_20200730_P60_v1_10,IIb-flash,,ZTF20abmihnc,Gal,16.02,6.0
