ZTF_Name classification redshift HGz JD JD_peak phase name flag is_good_spec SF_fit_1 chi2_fit_1 zfit_1 zfit_2 SF_fit_2 chi2_fit_2 c_snid c_rlap z_snid SNR short_name
ZTF18acrcizr Ia 0.044 nan 2458471.5 2458456.66 14.84 ZTF18acrcizr_20181219_P60_v1.ascii 1 True Ic 0.0033215827 0.044 0.044 """super chandra""" 0.0034315516 Ia-norm 7.99 0.0383 12.191554989890154 "2007gr/LRIS+2007-08-17 15:10:04.00"
ZTF18acrcogn IIb 0.005 0.003539 2458456.5 2458447.8 8.7 ZTF18acrcogn_20181204_P60_v1.ascii 1 False IIb 0.0016657425 0.005 0.005 II 0.0023026408 IIb 6.67 0.0082 14.149925188256928 "2011fu/AFOSC+2011-09-30 19:12:00.00"
ZTF18acrcogn IIb 0.005 0.003539 2458456.5 2458447.8 8.7 ZTF18acrcogn_20181204_P60_v2.ascii 1 True IIb 0.0016510678 0.005 0.005 IIb 0.0020792617 IIb 9.25 0.0107 16.3823789294031 "2011fu/CAFOS+2011-10-06 21:36:00.00"
ZTF18acrdmmw Ia 0.05 0.049829 2458466.5 2458461.92 4.58 ZTF18acrdmmw_20181214_LT_v1.ascii 1 True Ia-norm 0.006810119 0.05 0.05 Ia-norm 0.007233767 Ia-norm 25.63 0.0501 7.150233320198999 "2013dy/HET-LRS+2013-08-02 05:45:36.00"
ZTF18acrgunw Ia 0.071 0.065273 2458464.5 2458461.97 2.53 ZTF18acrgunw_20181212_P60_v1.ascii 1 True Ia-norm 0.0029658577 0.071 0.071 "Ia 99aa-like" 0.002984954 Ia-norm 10.61 0.0646 10.867521002009724 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18acrtvmm II 0.016 0.022816 2458451.5 2458456.7 -5.2 ZTF18acrtvmm_20181129_P60_v1.ascii 1 False SLSN-I 0.0075548803 0.016 0.016 Ibn 0.007858456 Ia-norm 3.26 0.63 8.339807446828724 "2017egm/ALFOSC+2017-05-30 21:50:24.00"
ZTF18acrtvmm II 0.016 0.022816 2458456.5 2458456.7 -0.2 ZTF18acrtvmm_20181204_Keck1_v1.ascii 1 False II 0.022778837 0.016 0.016 II 0.024517482 Ia-norm 8.13 0.4674 20.38735487716537 "2012aw/CAFOS+2012-03-24 21:00:34.00"
ZTF18acrtvmm II 0.016 0.022816 2458484.5 2458456.7 27.8 ZTF18acrtvmm_20190101_WHT_v1.ascii 1 True II 0.018488629 0.016 0.016 II 0.018514136 II-norm 21.48 0.029 17.114773075431025 "2013fs/LRIS+2013-12-02 08:15:32.00"
ZTF18acrxppd Ia 0.03 0.036789 2458455.5 2458464.94 -9.44 ZTF18acrxppd_20181203_P60_v1.ascii 1 True Ia-norm 0.0027554787 0.03 0.03 Ia-norm 0.0029636107 Ia-norm 6.63 0.0305 10.763606165537839 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18acrxpzx II 0.039 0.035322 2458453.5 2458467.89 -14.39 ZTF18acrxpzx_20181201_Keck1_v1.ascii 1 False II-flash 0.00805299 0.039 0.039 Ibn 0.009925859 II-norm 12.67 0.0349 3.9804239820727663 "iPTF14flu_early/LRIS+2014-09-29 06:18:23.00"
ZTF18acrxpzx II 0.039 0.035322 2458455.5 2458467.89 -12.39 ZTF18acrxpzx_20181203_P60_v1.ascii 1 False Ic-BL 0.003364744 0.039 0.039 Ic-BL 0.0034382548 Ia-91bg 6.76 0.2909 7.915033558354738 "2006aj/FORS2+2006-02-23 00:37:26.00"
ZTF18acrxpzx II 0.039 0.035322 2458455.5 2458467.89 -12.39 ZTF18acrxpzx_20181203_P60_v2.ascii 1 False II-flash 0.0040399106 0.039 0.039 II 0.004074231 II-norm 5.19 0.0476 9.23384352243858 "iPTF14flu_early/ALFOSC+2014-09-26 21:49:58.00"
ZTF18acrxpzx II 0.039 0.035322 2458464.5 2458467.89 -3.39 ZTF18acrxpzx_20181212_P60_v1.ascii 1 True II 0.0030146325 0.039 0.039 II 0.0035593715 Ic-BL 7.2 0.0541 14.96636270634845 "2012aw/CAFOS+2012-03-24 21:00:34.00"
ZTF18acpsrtc IIn 0.042 0.037713 2458453.5 2458455.75 -2.25 ZTF18acpsrtc_20181201_Keck1_v1.ascii 1 False IIb 0.0051684403 0.042 0.042 Ibn 0.005851381 II-norm 11.57 0.0367 14.302007970110513 "2011fu/LRIS+2011-09-26 09:12:57.00"
ZTF18acpsrtc IIn 0.042 0.037713 2458457.5 2458455.75 1.75 ZTF18acpsrtc_20181205_P60_v1.ascii 1 True SLSN-I 0.004723716 0.042 0.042 """super chandra""" 0.0050042416 Ia-91bg 6.44 0.7339 2.5411715136883437 "2017egm/AFOSC+2017-07-18 20:29:02.00"
ZTF18acrtwlx II 0.018 0.016527 2458456.5 2458450.79 5.71 ZTF18acrtwlx_20181204_Keck1_v1.ascii 1 False II 0.0049687126 0.018 0.018 II 0.0054597612 II-norm 21.44 0.0184 15.291129224531176 "2008aw/KAST+2008-04-29 00:00:00.00"
ZTF18acrtwlx II 0.018 0.016527 2458456.5 2458450.79 5.71 ZTF18acrtwlx_20181204_P60_v1.ascii 1 True II 0.000774645 0.018 0.018 II 0.0007992991 II-norm 8.54 0.0199 5.33059533654986 "2014G/KAST+2014-03-07 03:27:21.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458456.5 2458465.93 -9.43 ZTF18acsjrbc_20181204_Keck1_v1.ascii 1 False Ic 0.008181494 0.036 0.036 Ia-pec 0.017822778 Ic-norm 14.72 0.0256 3.9491604301078542 "1994I/KAST+1994-04-04 10:14:53.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458464.5 2458465.93 -1.43 ZTF18acsjrbc_20181212_P60_v1.ascii 1 False Ic 0.0025282379 0.036 0.036 Ic 0.003034123 Ic-BL 10.57 0.0241 4.882813531828438 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458465.5 2458465.93 -0.43 ZTF18acsjrbc_20181213_P60_v1.ascii 1 False Ic 0.0029471917 0.036 0.036 Ib 0.0037262852 Ic-norm 14.01 0.0369 4.132198889886006 "2007gr/KAST+2007-08-21 12:15:50.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458468.5 2458465.93 2.57 ZTF18acsjrbc_20181216_P60_v1.ascii 1 False Ic 0.003135815 0.036 0.036 "Ia 91bg-like" 0.003893655 Ia-91T 11.62 0.045 7.1008723658806 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458468.5 2458465.93 2.57 ZTF18acsjrbc_20181216_P60_v2.ascii 1 False Ic 0.0019415746 0.036 0.036 Ic 0.0043339278 Ic-norm 16.58 0.0373 7.777014330447921 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458469.5 2458465.93 3.57 ZTF18acsjrbc_20181217_P60_v1.ascii 1 False Ic 0.0025083655 0.036 0.036 Ic 0.0031808366 Ic-norm 9.28 0.0307 4.794763757209751 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18acsjrbc Ic 0.036 0.036939 2458475.5 2458465.93 9.57 ZTF18acsjrbc_20181223_P60_v1.ascii 1 True Ic-BL 0.004928814 0.036 0.036 Ia-norm 0.0053811856 LBV 4.91 1.153 1.3209693978472146 "2006aj/FORS2+2006-02-21 00:59:02.00"
ZTF18achjcwv Ia 0.052 nan 2458456.5 2458456.61 -0.11 ZTF18achjcwv_20181204_P60_v1.ascii 1 True Ia-norm 0.0040253224 0.052 0.052 Ia-norm 0.004043073 Ia-norm 10.63 0.0524 1.9390004486852197 "2011by/KAST+2011-05-25 07:22:04.00"
ZTF18acrcetn Ia 0.046 0.03983 2458461.5 2458456.63 4.87 ZTF18acrcetn_20181209_P60_v1.ascii 1 True Ic 0.0029107518 0.046 0.046 "Ia 91bg-like" 0.003182131 Ia-91bg 11.32 0.0394 5.6058641654260555 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18acrcgyb Ia 0.082 nan 2458464.5 2458456.64 7.86 ZTF18acrcgyb_20181212_P60_v1.ascii 1 False Ia-pec 0.003656082 0.082 nan nan nan Ia-norm 5.68 0.0947 0.9771625115565521 "2013bh/HET-LRS+2013-04-22 00:00:00.00"
ZTF18acrcgyb Ia 0.082 nan 2458464.5 2458456.64 7.86 ZTF18acrcgyb_20181212_P60_v2.ascii 1 True Ia-norm 0.0018692903 0.082 0.082 "Ia 99aa-like" 0.001889405 Ia-norm 8.55 0.082 1.514159689227018 "2011by/KAST+2011-05-25 07:22:04.00"
ZTF18acrflch II 0.028 0.02872 2458456.5 2458456.7 -0.2 ZTF18acrflch_20181204_P60_v1.ascii 1 True II 0.0043151295 0.028 0.028 II 0.0048899627 II-norm 6.61 0.0277 10.118824622419385 "2013fs/ALFOSC+2013-10-17 01:10:33.00"
ZTF18acrvakb Ia 0.068 nan 2458461.5 2458466.77 -5.27 ZTF18acrvakb_20181209_P60_v1.ascii 1 False Ia-norm 0.0029023546 0.068 0.068 "Ia 91T-like" 0.0029792876 Ia-norm 10.98 0.0814 34.721540351520005 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18acrvakb Ia 0.068 nan 2458484.5 2458466.77 17.73 ZTF18acrvakb_20190101_WHT_v1.ascii 1 True Ic-pec 0.0071894703 0.068 0.068 Ic-pec 0.008105997 Gal 7.99 0.0679 17.984902151005414 "2005ek/FAST+2005-10-01 00:00:00.00"
ZTF18acslpba Ia-91bg 0.048 0.029314 2458461.5 2458462.72 -1.22 ZTF18acslpba_20181209_P60_v1.ascii 1 False II 0.003632634 0.048 0.048 II 0.0038413417 Ia-91bg 9.4 0.0326 20.79150257355289 "2008fq/LDSS-3+2008-09-17 00:00:00.00"
ZTF18acslpba Ia-91bg 0.048 0.029314 2458461.5 2458462.72 -1.22 ZTF18acslpba_20181209_P60_v2.ascii 1 False Ia-norm 0.0030809832 0.048 0.048 Ia-norm 0.0033296563 Ia-norm 10.9 0.0306 13.575430520978466 "2009Y/LRIS+2009-02-19 15:57:36.00"
ZTF18acslpba Ia-91bg 0.048 0.029314 2458474.5 2458462.72 11.78 ZTF18acslpba_20181222_P60_v1.ascii 1 False Ic-BL 0.0043185493 0.048 nan nan nan Ic-norm 6.15 0.4362 14.67247141933067 "2006aj/FORS1-UT2+2006-03-09 00:18:43.00"
ZTF18acslpba Ia-91bg 0.048 0.029314 2458474.5 2458462.72 11.78 ZTF18acslpba_20181222_P60_v2.ascii 1 True Ic-BL 0.0055878866 0.048 0.048 Ia-norm 0.005724949 Ia-91bg 7.61 0.0317 9.439762384005785 "1998bw/DFOSC+1998-06-24 05:45:00.00"
ZTF18acsxusq Ia 0.08 0.05607 2458466.5 2458462.73 3.77 ZTF18acsxusq_20181214_P60_v1.ascii 1 True Ia-norm 0.0031503076 0.08 0.08 Ia-norm 0.0032096428 Ia-norm 9.87 0.0793 8.132867924828936 "2015N/LRIS+2015-07-16 00:00:00.00"
ZTF18acsxvrp Ia 0.055 nan 2458457.5 2458462.73 -5.23 ZTF18acsxvrp_20181205_P60_v1.ascii 1 True Ia-norm 0.0033473975 0.055 0.055 Ia-norm 0.003438214 Ia-norm 7.1 0.066 1.7424913676028373 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18acsyzca Ia 0.015 0.01458 2458475.5 2458468.72 6.78 ZTF18acsyzca_20181223_P60_v1.ascii 1 True "Ia 91bg-like" 0.0015193317 0.015 0.015 Ia-norm 0.0027432698 Ia-norm 16.98 0.0175 7.016681120083476 "2015ac/KAST+2015-08-12 10:55:12.00"
ZTF18aceisbk Ia-91T 0.058 nan 2458462.5 2458457.57 4.93 ZTF18aceisbk_20181210_LT_v1.ascii 1 False Ia-norm 0.0035194338 0.058 0.058 Ia-norm 0.0035755227 Ia-norm 19.47 0.0765 2.717962558665911 "2011fe/LRIS+2011-09-26 04:45:00.00"
ZTF18aceisbk Ia-91T 0.058 nan 2458462.5 2458457.57 4.93 ZTF18aceisbk_20181210_LT_v2.ascii 1 True Ia-norm 0.0024752498 0.058 0.058 Ia-norm 0.0027438889 Ia-norm 17.42 0.0741 2.840119775006622 "2013dy/HET-LRS+2013-08-11 10:49:26.00"
ZTF18acrknyn Ia 0.067 nan 2458471.5 2458456.72 14.78 ZTF18acrknyn_20181219_P60_v1.ascii 1 True Ia-norm 0.0026599169 0.067 0.067 Ia-norm 0.0030756576 Ia-norm 15.21 0.0671 4.416801118250129 "2012cg/KAST+2012-06-13 05:25:26.00"
ZTF18acrtykk Ia 0.068 nan 2458462.5 2458464.7 -2.2 ZTF18acrtykk_20181210_P60_v1.ascii 1 True "Ia 99aa-like" 0.0024026125 0.068 0.068 Ia-norm 0.002517838 Ia-norm 8.56 0.0686 12.418501798989674 "1999aa/MARK-III+1999-03-03 00:00:00.00"
ZTF18acsouxk Ia 0.086 nan 2458462.5 2458464.92 -2.42 ZTF18acsouxk_20181210_P60_v1.ascii 1 False "Ia 99aa-like" 0.003878411 0.086 0.086 Ia-norm 0.0039115553 Ia-norm 5.6 0.7215 3.094282868130874 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18acsouxk Ia 0.086 nan 2458468.5 2458464.92 3.58 ZTF18acsouxk_20181216_P60_v1.ascii 1 True Ia-norm 0.0022943781 0.086 0.086 "Ia 99aa-like" 0.0024670484 Ia-norm 15.18 0.0865 6.132789186347856 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18acsxpmp Ia 0.076 nan 2458472.5 2458464.71 7.79 ZTF18acsxpmp_20181220_P60_v1.ascii 1 True Ia-norm 0.0034062332 0.076 0.076 "Ia 91T-like" 0.0035606564 Ia-norm 9.58 0.0742 4.982049265991477 "2012fr/KAST+2012-11-20 07:11:59.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458462.5 2458481.75 -19.25 ZTF18acsxwdi_20181210_P60_v1.ascii 1 False SLSN-I 0.0037774127 0.1193 0.1193 IIb 0.0042368006 Ic-norm 4.02 -0.0016 9.557352672598281 "2017egm/ALFOSC+2017-06-26 22:23:41.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458471.5 2458481.75 -10.25 ZTF18acsxwdi_20181219_P60_v1.ascii 1 False SLSN-I 0.0045866864 0.1193 0.1193 SLSN-I 0.0047261277 Ic-BL 3.85 0.4369 4.6263534412428005 "PTF09cnd/LRIS+2009-09-23 00:00:00.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458472.5 2458481.75 -9.25 ZTF18acsxwdi_20181220_P60_v1.ascii 1 False SLSN-I 0.0045706104 0.1193 0.1193 IIb-flash 0.0052150493 II-norm 7.77 0.2406 5.847550703764247 "2015bn/EFOSC2-NTT+2015-02-25 00:00:00.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458473.5 2458481.75 -8.25 ZTF18acsxwdi_20181221_P60_v1.ascii 1 False SLSN-II 0.0052042496 0.1193 0.1193 SLSN-I 0.005836389 Ia-norm 4.91 0.2646 7.574669520919305 "2013hx/EFOSC2-NTT+2014-02-21 00:24:46.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458479.5 2458481.75 -2.25 ZTF18acsxwdi_20181227_P200_v1.ascii 1 False II 0.0054999706 0.1193 0.1193 IIb 0.0055315923 Ic-BL 5.6 0.8031 13.413168344831142 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458480.5 2458481.75 -1.25 ZTF18acsxwdi_20181228_P60_v1.ascii 1 False Ic 0.0033243618 0.1193 0.1193 Ic-BL 0.0034612077 Ic-SLSN 1.67 1.1875 3.975309108354754 "2007gr/LRIS+2007-08-17 15:10:04.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458483.5 2458481.75 1.75 ZTF18acsxwdi_20181231_WHT_v1.ascii 1 False II 0.003315697 0.1193 0.1193 II-flash 0.0047512613 Gal 9.42 0.1198 17.309098280802893 "2008aw/Other+2008-03-04 00:00:00.00"
ZTF18acsxwdi SLSN-II 0.1193 nan 2458490.5 2458481.75 8.75 ZTF18acsxwdi_20190107_P200_v1.ascii 1 True SLSN-I 0.0064444034 0.1193 0.1193 IIb 0.0065349904 IIn 5.45 0.4393 8.22876346344208 "2011ke/LRIS+2012-03-23 00:00:00.00"
ZTF18actuhrs IIn 0.024 0.024971 2458464.5 2458476.99 -12.49 ZTF18actuhrs_20181212_P60_v1.ascii 1 False Ia-CSM-(ambigious) 0.00112093 0.024 0.024 Ia-CSM-(ambigious) 0.0012701193 IIn 10.27 0.0253 3.290305181618823 "2012ca/EFOSC2-NTT+2012-08-18 04:25:58.00"
ZTF18actuhrs IIn 0.024 0.024971 2458480.5 2458476.99 3.51 ZTF18actuhrs_20181228_P60_v1.ascii 1 False Ia-CSM-(ambigious) 0.0016370276 0.024 0.024 Ia-CSM-(ambigious) 0.0016449151 IIn 8.78 0.0234 2.704357421516498 "2012ca/EFOSC2-NTT+2013-04-19 08:27:01.00"
ZTF18actuhrs IIn 0.024 0.024971 2458481.5 2458476.99 4.51 ZTF18actuhrs_20181229_LT_v1.ascii 1 True Ia-CSM-(ambigious) 0.012744605 0.024 0.024 Ia-CSM-(ambigious) 0.012988503 IIn 10.38 0.0383 2.0261820875163217 "2012ca/EFOSC2-NTT+2013-04-19 08:27:01.00"
ZTF18actuhrs IIn 0.024 0.024971 2458534.5 2458476.99 57.51 ZTF18actuhrs_20190220_P60_v1.ascii 1 False Ia-CSM-(ambigious) 0.0011170176 0.024 0.024 Ia-CSM-(ambigious) 0.0011340972 II-norm 8.36 0.0368 1.6492094080182964 "2012ca/EFOSC2-NTT+2012-09-15 23:37:52.00"
ZTF18acuefvt Ia 0.075 0.075627 2458467.5 2458471.97 -4.47 ZTF18acuefvt_20181215_P60_v1.ascii 1 True "Ia 99aa-like" 0.0029095144 0.075 0.075 Ia-norm 0.0029182727 Ia-norm 7.82 0.0769 4.251620636298929 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18acrncou Ia 0.085 nan 2458464.5 2458471.98 -7.48 ZTF18acrncou_20181212_P60_v1.ascii 1 True """super chandra""" 0.0023942725 0.085 0.085 "Ia 99aa-like" 0.0033259569 Ia-norm 10.02 0.0851 7.861637114009111 "2012dn/LRIS+2012-07-16 11:47:02.00"
ZTF18acrnfww Ia 0.064 0.064701 2458464.5 2458467.94 -3.44 ZTF18acrnfww_20181212_P60_v1.ascii 1 True "Ia 91T-like" 0.0065482194 0.064 0.064 "Ia 99aa-like" 0.006848754 Ia-norm 9.65 0.0653 7.976169210394203 "2018hfr/KAST+2018-10-16 13:01:55.00"
ZTF18acsovsw Ia 0.027 0.032808 2458462.5 2458472.89 -10.39 ZTF18acsovsw_20181210_P60_v1.ascii 1 True Ia-norm 0.0019722688 0.027 0.027 Ia-norm 0.002358798 Ia-norm 17.1 0.0261 9.185371106424737 "2011fe/STIS+2011-09-03 09:07:00.00"
ZTF18acspjqd Ia 0.077 nan 2458464.5 2458471.72 -7.22 ZTF18acspjqd_20181212_P60_v1.ascii 1 True "Ia 99aa-like" 0.0025950125 0.077 0.077 Ia-norm 0.0031504491 Ia-91T 10.54 0.0774 17.30049279316584 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18acuqskr II 0.054 0.044518 2458465.5 2458472.88 -7.38 ZTF18acuqskr_20181213_P60_v1.ascii 1 True Ibn 0.0015444598 0.054 nan nan nan Ia-91bg 6.0 0.4636 7.2345786069350915 "2015G/BC-Bok+2015-04-28 10:19:12.00"
ZTF18acusrws Ia 0.038 0.037166 2458465.5 2458480.97 -15.47 ZTF18acusrws_20181213_P200_v1.ascii 1 False Ia-norm 0.027752804 0.038 0.038 Ia-norm 0.043490376 Ia-norm 11.46 0.0317 5.669349827428487 "2017erp/KAST+2017-06-20 05:21:07.00"
ZTF18acusrws Ia 0.038 0.037166 2458472.5 2458480.97 -8.47 ZTF18acusrws_20181220_P60_v1.ascii 1 True Ia-norm 0.0040422333 0.038 0.038 Ia-norm 0.004895695 Ia-norm 25.33 0.0398 14.171739994495471 "1994D/KAST+1994-03-18 00:00:00.00"
ZTF18acslbve Ia-02cx 0.048 nan 2458464.5 2458475.6 -11.1 ZTF18acslbve_20181212_P60_v1.ascii 1 True "Ia-02cx like" 0.0034492498 0.048 0.048 """super chandra""" 0.004371028 Ia-02cx 10.8 0.0479 10.72161365384666 "2005hk/LRIS+2005-11-05 07:58:05.00"
ZTF18acsyanq Ia 0.05 nan 2458472.5 2458472.62 -0.12 ZTF18acsyanq_20181220_P60_v1.ascii 1 True "Ia 99aa-like" 0.004308998 0.05 0.05 Ia-norm 0.0045193476 Ia-norm 16.04 0.0521 9.055339783991403 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18acszaiy IIn 0.031 nan 2458466.5 2458481.75 -15.25 ZTF18acszaiy_20181214_P200_v1.ascii 1 False II 0.0018775243 0.031 0.031 II-flash 0.0019585488 II-norm 9.27 0.0295 11.042490587332654 "iPTF15crj/DBSP+2015-09-20 00:00:00.00"
ZTF18acszaiy IIn 0.031 nan 2458487.5 2458481.75 5.75 ZTF18acszaiy_20190104_P60_v1.ascii 1 False IIn 0.0020462838 0.031 0.031 IIn 0.0020982483 LBV 6.37 0.0645 18.307375474321272 "2010jl/KAST+2011-02-09 11:34:04.00"
ZTF18acszaiy IIn 0.031 nan 2458490.5 2458481.75 8.75 ZTF18acszaiy_20190107_NOT_v1.ascii 1 True IIn 0.0028505244 0.031 0.031 IIn 0.003781011 QSO 13.26 0.0304 14.907967569543878 "2005cp/DBSP+2005-07-16 00:00:00.00"
ZTF18acszayr IIn 0.034 nan 2458465.5 2458469.61 -4.11 ZTF18acszayr_20181213_P60_v1.ascii 1 False II-flash 0.006635456 0.034 0.034 II 0.006904503 Ic-norm 5.45 0.457 11.298126954740896 "iPTF14flu_early/ALFOSC+2014-10-04 21:41:22.00"
ZTF18acszayr IIn 0.034 nan 2458466.5 2458469.61 -3.11 ZTF18acszayr_20181214_P200_v1.ascii 1 False II 0.01569873 0.034 0.034 II 0.016927507 Ic-BL 8.86 0.0202 15.613255254059165 "2016bkv/FLOYDS-N+2016-04-02 10:07:52.00"
ZTF18acszayr IIn 0.034 nan 2458468.5 2458469.61 -1.11 ZTF18acszayr_20181216_P60_v1.ascii 1 False II 0.007101174 0.034 0.034 II 0.009704578 Ib-norm 7.66 0.2927 19.60467017787406 "2012aw/DOLORES+2012-03-20 20:38:27.00"
ZTF18acszayr IIn 0.034 nan 2458473.5 2458469.61 3.89 ZTF18acszayr_20181221_P60_v1.ascii 1 False "Ia 99aa-like" 0.005354576 0.034 0.034 SLSN-Ib 0.0054076784 Ib-norm 8.65 0.6663 3.3632528399745407 "iPTF14bdn/YFOSC+2014-05-30 16:17:00.00"
ZTF18acszayr IIn 0.034 nan 2458473.5 2458469.61 3.89 ZTF18acszayr_20181221_P60_v2.ascii 1 False IIb 0.004148803 0.034 0.034 II 0.004715065 IIb 6.09 0.0322 9.79921281988723 "2011fu/LRIS+2011-09-26 09:12:57.00"
ZTF18acszayr IIn 0.034 nan 2458480.5 2458469.61 10.89 ZTF18acszayr_20181228_P60_v1.ascii 1 False II 0.004666009 0.034 0.034 II 0.0048054745 Ic-norm 5.17 0.4718 6.879525895195454 "2012aw/DOLORES+2012-03-20 20:38:27.00"
ZTF18acszayr IIn 0.034 nan 2458492.5 2458469.61 22.89 ZTF18acszayr_20190109_NOT_v1.ascii 1 True II 0.0061996724 0.034 0.034 IIb 0.008027675 II-norm 8.29 0.0302 20.326382684661162 "2012aw/CAFOS+2012-03-24 21:00:34.00"
ZTF18actacux Ia 0.083 nan 2458465.5 2458462.78 2.72 ZTF18actacux_20181213_P60_v1.ascii 1 False Ia-norm 0.0021414992 0.083 0.083 Ia-norm 0.0021753728 Ia-norm 7.55 0.0946 2.402646042497015 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18actacux Ia 0.083 nan 2458468.5 2458462.78 5.72 ZTF18actacux_20181216_P60_v1.ascii 1 True Ia-norm 0.0018592887 0.083 0.083 "Ia 91T-like" 0.0019835613 Ia-norm 16.65 0.0819 5.556473205852211 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18aawmxdx Ia 0.044 0.042589 2458465.5 2458467.93 -2.43 ZTF18aawmxdx_20181213_P60_v1.ascii 1 False Ia-norm 0.0024225756 0.044 0.044 """super chandra""" 0.002436457 Ia-norm 11.81 0.0366 20.36643758576605 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18aawmxdx Ia 0.044 0.042589 2458468.5 2458467.93 0.57 ZTF18aawmxdx_20181216_P60_v1.ascii 1 True Ia-norm 0.0020373405 0.044 0.044 Ia-norm 0.0022234474 Ia-norm 17.85 0.0356 16.246565687259356 "2017erp/KAST+2017-06-26 05:19:40.00"
ZTF18acrlmvt Ia 0.067 nan 2458466.5 2458462.75 3.75 ZTF18acrlmvt_20181214_P60_v1.ascii 1 True Ia-norm 0.0019040158 0.067 nan nan nan Ia-norm 11.21 0.0584 15.8454640277781 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18acsoyiu Ia 0.078 0.078214 2458465.5 2458467.98 -2.48 ZTF18acsoyiu_20181213_P60_v1.ascii 1 False Ia-norm 0.0009972455 0.078 0.078 "Ia 91bg-like" 0.0011287588 Ia-norm 13.17 0.0781 3.131852265429747 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18acsoyiu Ia 0.078 0.078214 2458465.5 2458467.98 -2.48 ZTF18acsoyiu_20181213_P60_v2.ascii 1 True Ia-norm 0.0019578175 0.078 0.078 Ia-norm 0.002510501 Ia-norm 8.4 0.084 2.5332895803816564 "2012ht/KAST+2013-01-05 11:45:36.00"
ZTF18acsycnc Ia 0.074 0.075308 2458466.5 2458456.71 9.79 ZTF18acsycnc_20181214_P60_v1.ascii 1 False Ic 0.0037408557 0.074 0.074 Ia-norm 0.0039247274 Ib-norm 7.42 0.0821 1.7294454487928523 "2007gr/LRIS+2007-08-17 15:10:04.00"
ZTF18acsycnc Ia 0.074 0.075308 2458479.5 2458456.71 22.79 ZTF18acsycnc_20181227_P200_v1.ascii 1 True Ia-norm 0.0027393687 0.074 nan nan nan Ia-norm 15.3 0.0818 2.047698593595502 "2015N/KAST+2015-08-11 12:05:45.00"
ZTF18acurfxn Ia 0.108 0.10802 2458468.5 2458467.94 0.56 ZTF18acurfxn_20181216_P60_v1.ascii 1 True "Ia 99aa-like" 0.0032951254 0.108 0.108 Ia-norm 0.0050703348 Ia-norm 17.63 0.1084 4.578882184918383 "1999aa/MARK-III+1999-03-03 00:00:00.00"
ZTF18acurlbj Ia 0.044 nan 2458465.5 2458471.95 -6.45 ZTF18acurlbj_20181213_P60_v1.ascii 1 True Ia-norm 0.003969984 0.044 0.044 "Ia 99aa-like" 0.00430931 Ia-norm 10.36 0.0444 8.350385177393807 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18acurlbt Ia 0.079 0.077958 2458465.5 2458467.93 -2.43 ZTF18acurlbt_20181213_P60_v1.ascii 1 True "Ia 99aa-like" 0.0028163001 0.079 0.079 Ia-norm 0.004150843 Ia-norm 11.37 0.0788 5.243137548526031 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18acusbdy Ia 0.065 nan 2458467.5 2458474.96 -7.46 ZTF18acusbdy_20181215_P60_v1.ascii 1 False """super chandra""" 0.0034333677 0.065 0.065 Ia-CSM-(ambigious) 0.0034675503 Ia-norm 3.68 0.3816 1.0881844831154508 "2007if/SNIFS+2007-09-10 11:56:53.00"
