ZTF_Name classification redshift HGz JD JD_peak phase name flag is_good_spec SF_fit_1 chi2_fit_1 zfit_1 zfit_2 SF_fit_2 chi2_fit_2 c_snid c_rlap z_snid SNR short_name
ZTF18acenqto SLSN-I 0.166 nan 2458465.5 2458462.78 2.72 ZTF18acenqto_20181213_P200_v1.ascii 1 False SLSN-I 0.014666245 0.166 0.166 SLSN-I 0.017032674 Ic-SLSN 13.66 0.1657 18.56816704719674 "2015bn/KAST+2015-03-27 08:06:43.00"
ZTF18acenqto SLSN-I 0.166 nan 2458480.5 2458462.78 17.72 ZTF18acenqto_20181228_P60_v1.ascii 1 False Ia-pec 0.0038658574 0.166 0.166 Ia-norm 0.003879493 Ib-norm 5.27 0.1751 3.33240245918264 "2013bh/HET-LRS+2013-04-22 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458480.5 2458462.78 17.72 ZTF18acenqto_20181228_P60_v2.ascii 1 False Ia-pec 0.0037606393 0.166 0.166 SLSN-I 0.0037654021 Ia-norm 4.99 0.3062 3.2922873160717785 "2013bh/HET-LRS+2013-04-16 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458490.5 2458462.78 27.72 ZTF18acenqto_20190107_NOT_v1.ascii 1 True SLSN-I 0.012649469 0.166 0.166 SLSN-I 0.01568969 Ic-BL 9.19 0.169 13.067450940154833 "SN2007bi/LRIS+2007-04-16 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458493.5 2458462.78 30.72 ZTF18acenqto_20190110_VLT_v1.ascii 1 False SLSN-I 0.13821857 0.166 0.166 SLSN-I 0.1753278 Ic-SLSN 2.41 -0.0075 -24484.404146625788 "SN2007bi/AFOSC+2007-04-22 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458509.5 2458462.78 46.72 ZTF18acenqto_20190126_NOT_v1.ascii 1 False SLSN-I 0.014356343 0.166 0.166 SLSN-I 0.015306862 Ic-SLSN 10.39 0.1683 9.457477918938954 "2015bn/SNIFS+2015-05-23 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458525.5 2458462.78 62.72 ZTF18acenqto_20190211_VLT_v1.ascii 1 False SLSN-I 0.06720403 0.166 0.166 SLSN-I 0.07041394 Ic-SLSN 4.26 0.1702 -43305.35404972518 "2015bn/LDSS-3+2015-07-16 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458536.5 2458462.78 73.72 ZTF18acenqto_20190222_NOT_v1.ascii 1 False SLSN-I 0.004361121 0.166 0.166 SLSN-I 0.004983068 Ic-BL 9.43 0.1746 4.733108228267446 "2015bn/LDSS-3+2015-07-16 00:00:00.00"
ZTF18acenqto SLSN-I 0.166 nan 2458718.5 2458462.78 255.72 ZTF18acenqto_20190823_NTT_v1.ascii 1 False SLSN-I 0.005944373 0.166 nan nan nan IIb 9.64 0.1689 3.3498243188045294 "LSQ14an/X-Shooter+2014-12-29 00:00:00.00"
ZTF18aceynvm Ia 0.055 0.053841 2458443.5 2458447.98 -4.48 ZTF18aceynvm_20181121_P60_v1.ascii 1 True Ia-norm 0.0024170117 0.055 0.055 Ia-norm 0.003186255 Ia-norm 23.06 0.0548 7.875138914663648 "2017erp/KAST+2017-06-26 05:19:40.00"
ZTF18achcpwu Ic 0.049 nan 2458457.5 2458455.95 1.55 ZTF18achcpwu_20181205_P60_v1.ascii 1 False Ic 0.0031504564 0.049 0.049 Ic 0.0031863255 Ic-norm 7.1 0.0531 3.4119044578798103 "1994I/BC-Ekar+1994-04-09 00:00:00.00"
ZTF18achcpwu Ic 0.049 nan 2458465.5 2458455.95 9.55 ZTF18achcpwu_20181213_P200_v1.ascii 1 False Ic 0.0029660657 0.049 0.049 "Ia 91bg-like" 0.003254189 Ic-BL 6.68 0.0715 5.030698391979399 "2004gk/KAST+2004-12-18 13:27:50.00"
ZTF18achcpwu Ic 0.049 nan 2458467.5 2458455.95 11.55 ZTF18achcpwu_20181215_P200_v1.ascii 1 False Ic 0.0016463789 0.049 0.049 Ib 0.0023526328 Ic-norm 12.16 0.0552 2.7929151539756707 "2004gk/KAST+2004-12-18 13:27:50.00"
ZTF18achcpwu Ic 0.049 nan 2458479.5 2458455.95 23.55 ZTF18achcpwu_20181227_P200_v1.ascii 1 True Ic 0.0040453253 0.049 0.049 Ic 0.0064613004 Ic-norm 17.4 0.0456 5.07516498968729 "2004gk/KAST+2004-12-18 13:27:50.00"
ZTF18achcpwu Ic 0.049 nan 2458497.5 2458455.95 41.55 ZTF18achcpwu_20190114_NOT_v1.ascii 1 False Ic 0.003761983 0.049 0.049 Ib 0.0050929026 Ib-norm 15.03 0.049 4.830360815734231 "2004gk/KAST+2004-12-18 13:27:50.00"
ZTF18achtnvk II 0.044 nan 2458441.5 2458455.81 -14.31 ZTF18achtnvk_20181119_P60_v1.ascii 1 False IIb 0.0032904705 0.044 0.044 II 0.003361738 II-norm 5.82 0.0313 5.185599026170533 "2011fu/ISIS+2011-09-24 00:00:00.00"
ZTF18achtnvk II 0.044 nan 2458448.5 2458455.81 -7.31 ZTF18achtnvk_20181126_P60_v1.ascii 1 True II 0.0042055207 0.044 0.044 IIb 0.0042408803 IIn 6.68 0.3067 3.968046459422806 "2012aw/AFOSC+2012-03-26 21:02:19.00"
ZTF18acmxkzj Ia 0.04 nan 2458450.5 2458456.63 -6.13 ZTF18acmxkzj_20181128_P60_v1.ascii 1 True "Ia 91bg-like" 0.001491212 0.04 0.04 "Ia 91bg-like" 0.0014917707 Ia-norm 14.54 0.0402 7.154840792785973 "1999by/FAST+1999-05-07 00:00:00.00"
ZTF18acnbenl Ia 0.064 nan 2458479.5 2458450.92 28.58 ZTF18acnbenl_20181227_P200_v1.ascii 1 True Ia-norm 0.002865009 0.064 nan nan nan Ia-norm 14.72 0.0664 2.3274713788969246 "2011by/KAST+2011-06-08 06:51:50.00"
ZTF18acnbeuu Ia-91T 0.098 0.10243 2458448.5 2458455.98 -7.48 ZTF18acnbeuu_20181126_P60_v1.ascii 1 True "Ia 99aa-like" 0.0045768325 0.098 0.098 Ia-CSM 0.0048991432 Ia-91T 7.94 0.1024 4.023546028896686 "1999aa/KAST+1999-02-23 00:00:00.00"
ZTF18acnbgrb Ia 0.035 0.033569 2458438.5 2458438.01 0.49 ZTF18acnbgrb_20181116_P60_v1.ascii 1 True Ia-norm 0.0009759157 0.035 0.035 Ia-norm 0.0023161045 Ia-norm 20.9 0.0355 11.385896252777794 "2015N/KAST+2015-07-23 09:21:36.00"
ZTF18abupgps Ia-91T 0.105 0.099345 2458443.5 2458448.72 -5.22 ZTF18abupgps_20181121_P60_v1.ascii 1 True Ia-pec 0.0036282924 0.105 0.105 Ia-pec 0.003733213 Ia-csm 7.28 0.6424 10.721496016394866 "2000cx/KAST+2000-07-28 09:30:14.00"
ZTF18acmznfc Ia 0.084 nan 2458442.5 2458450.91 -8.41 ZTF18acmznfc_20181120_P60_v1.ascii 1 True Ia-norm 0.0026030873 0.084 0.084 Ia-norm 0.002611661 Ia-91T 5.76 0.6159 15.23971401413078 "2012cg/KAST+2012-05-29 04:19:12.00"
ZTF18acmzpbf Ia 0.037 nan 2458441.5 2458455.94 -14.44 ZTF18acmzpbf_20181119_P60_v1.ascii 1 True Ia-norm 0.004790515 0.037 0.037 Ia-norm 0.0075544384 Ia-norm 8.09 0.0334 8.337340042509304 "2011by/KAST+2011-04-28 05:44:09.00"
ZTF18achyqcq Ia 0.052 nan 2458442.5 2458447.95 -5.45 ZTF18achyqcq_20181120_P60_v1.ascii 1 True "Ia 91T-like" 0.0052501643 0.052 0.052 "Ia 99aa-like" 0.006007346 Ia-norm 14.02 0.0512 18.17747046557328 "2018hfr/KAST+2018-10-16 13:01:55.00"
ZTF18acnbpkq Ia 0.036 0.036004 2458442.5 2458448.96 -6.46 ZTF18acnbpkq_20181120_P60_v1.ascii 1 True Ia-norm 0.0021019145 0.036 0.036 Ia-norm 0.0022322077 Ia-norm 19.36 0.0363 2.231820451261755 "2007sr/FAST+2007-12-29 12:43:12.00"
ZTF18acnnxor Ia 0.082 0.078738 2458468.5 2458442.01 26.49 ZTF18acnnxor_20181216_P60_v1.ascii 1 False "Ia 02es-like" 0.0024527076 0.082 0.082 "Ia 91bg-like" 0.002463806 Ic-norm 5.85 0.2959 10.063229803330756 "PTF10ops/ISIS+2010-08-01 00:00:00.00"
ZTF18acnnxor Ia 0.082 0.078738 2458468.5 2458442.01 26.49 ZTF18acnnxor_20181216_P60_v2.ascii 1 True Ia-norm 0.0020541705 0.082 0.082 Ia-norm 0.002201079 Ia-norm 7.06 0.0747 3.9569374161582695 "2015N/KAST+2015-08-11 12:05:45.00"
ZTF18acpfwmm Ia 0.049 0.049304 2458442.5 2458450.9 -8.4 ZTF18acpfwmm_20181120_P60_v1.ascii 1 False Ic-BL 0.0041753515 0.049 0.049 Ic-BL 0.004894359 Ia-91T 6.52 0.0023 5.564208987562092 "2006aj/FORS2+2006-02-23 00:37:26.00"
ZTF18acpfwmm Ia 0.049 0.049304 2458448.5 2458450.9 -2.4 ZTF18acpfwmm_20181126_P60_v1.ascii 1 True IIb 0.0034874869 0.049 0.049 SLSN-I 0.003583813 Ia-norm 7.76 0.049 27.101358678169547 "2001ig/LRIS+2001-12-23 00:00:00.00"
ZTF18acefhxx Ia 0.078 0.077868 2458453.5 2458439.84 13.66 ZTF18acefhxx_20181201_Keck1_v1.ascii 1 True Ia-norm 0.0041049863 0.078 0.078 Ia-norm 0.007502641 Ia-norm 16.05 0.0784 4.395113877762563 "2015N/KAST+2015-08-11 12:05:45.00"
ZTF18acnbptb II 0.031 0.029353 2458443.5 2458448.97 -5.47 ZTF18acnbptb_20181121_P60_v1.ascii 1 True II 0.00089595176 0.031 0.031 II 0.00090409926 II-norm 8.64 0.0383 6.310916797887252 "2016esw/KAST+2016-09-24 03:48:57.00"
ZTF18acpefgk Ia 0.113 nan 2458443.5 2458450.93 -7.43 ZTF18acpefgk_20181121_P60_v1.ascii 1 True "Ia 99aa-like" 0.007097148 0.113 0.113 Ia-pec 0.007408641 Ia-norm 8.0 0.1038 6.980930351631734 "iPTF14bdn/YFOSC+2014-06-03 17:37:00.00"
ZTF18acqsroy II 0.041 0.033372 2458448.5 2458448.96 -0.46 ZTF18acqsroy_20181126_P60_v1.ascii 1 False IIb 0.0022863438 0.041 0.041 IIb 0.0023283362 II-norm 8.72 0.0442 3.0991719743163277 "2013df/HET-LRS+2013-06-23 00:00:00.00"
ZTF18acqsroy II 0.041 0.033372 2458474.5 2458448.96 25.54 ZTF18acqsroy_20181222_P60_v1.ascii 1 True II 0.0028458934 0.041 0.041 II 0.0030055873 II-norm 5.61 0.0289 3.4571687755848544 "2013fs/KAST+2013-10-26 08:06:13.00"
ZTF18acmwptq Ia 0.08 nan 2458448.5 2458447.77 0.73 ZTF18acmwptq_20181126_P60_v1.ascii 1 True Ia-norm 0.0018099986 0.08 0.08 "Ia 99aa-like" 0.002044677 Ia-norm 13.18 0.0811 8.141725603037031 "2013dy/STIS+2013-07-27 00:00:00.00"
ZTF18acnmifq II 0.082 nan 2458450.5 2458450.9 -0.4 ZTF18acnmifq_20181128_P60_v1.ascii 1 False SLSN-I 0.0077068433 0.082 0.082 II-flash 0.008746767 Ic-SLSN 5.75 0.7329 0.19443577311689197 "2015bn/IMACS+2015-04-24 00:00:00.00"
ZTF18acnmifq II 0.082 nan 2458457.5 2458450.9 6.6 ZTF18acnmifq_20181205_P60_v1.ascii 1 False II 0.004512516 0.082 0.082 SLSN-I 0.004619243 Ia-91bg 4.43 1.0244 1.0909877511105464 "2013ej/BC-Asi+2013-07-31 00:00:00.00"
ZTF18acnmifq II 0.082 nan 2458465.5 2458450.9 14.6 ZTF18acnmifq_20181213_P200_v1.ascii 1 True IIb 0.0024864448 0.082 0.082 IIb 0.0024973908 IIb 7.9 0.0926 3.6520993513066484 "2011fu/CAFOS+2011-10-06 21:36:00.00"
ZTF18acpeemg Ia 0.074 0.079079 2458448.5 2458443.93 4.57 ZTF18acpeemg_20181126_P60_v1.ascii 1 False Ia-norm 0.0020376276 0.074 nan nan nan Ia-norm 6.07 0.0765 12.563343226047575 "2013dy/HET-LRS+2013-08-02 05:45:36.00"
ZTF18acpeemg Ia 0.074 0.079079 2458448.5 2458443.93 4.57 ZTF18acpeemg_20181126_P60_v2.ascii 1 True Ia-norm 0.0021508485 0.074 0.074 Ia-norm 0.002288189 Ia-91T 6.49 0.0805 9.624045416443638 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18acpeesd Ia 0.094 nan 2458456.5 2458443.93 12.57 ZTF18acpeesd_20181204_Keck1_v1.ascii 1 True Ia-norm 0.0062168 0.094 0.094 Ia-norm 0.008941631 Ia-91T 18.3 0.0918 3.1407916513917638 "2009ig/KAST+2009-09-19 11:48:28.00"
ZTF18acqphpd Ic-BL 0.037 nan 2458464.5 2458465.97 -1.47 ZTF18acqphpd_20181212_P60_v1.ascii 1 True Ic-BL 0.007940704 0.037 nan nan nan Ic-norm 10.49 0.0397 9.787073446635041 "2006aj/FORS1-UT2+2006-03-09 00:18:43.00"
ZTF18acqphpd Ic-BL 0.037 nan 2458496.5 2458465.97 30.53 ZTF18acqphpd_20190113_NOT_v1.ascii 1 False Ca-Ia 0.0045144986 0.037 0.037 Ic-BL 0.004550818 Ia-norm 11.33 0.0514 3.1457744434047603 "2016hnk/RSS+2016-10-31 00:01:50.00"
ZTF18acqphpd Ic-BL 0.037 nan 2458549.5 2458465.97 83.53 ZTF18acqphpd_20190307_Keck1_v1.ascii 1 False Ic-BL 0.006934705 0.037 0.037 Ic-BL 0.0073447684 Ic-norm 14.65 0.0392 2.198228704327769 "2014cp/KAST+2014-09-22 09:21:36.00"
ZTF18acqphpd Ic-BL 0.037 nan 2458668.5 2458465.97 202.53 ZTF18acqphpd_20190704_Keck1_v1.ascii 1 False SLSN-I 0.13593988 0.037 0.037 SLSN-I 0.15096894 Ic-BL 19.53 0.0418 1.4511951995342827 "2017egm/ALFOSC+2017-05-30 21:50:24.00"
ZTF18acqphpd Ic-BL 0.037 nan 2458668.5 2458465.97 202.53 ZTF18acqphpd_20190704_Keck1_v2.ascii 1 False Ic-BL 0.006580375 0.037 0.037 Ic-BL 0.0066188723 Ic-BL 23.1 0.0417 1.355980680234714 "1998bw/EFOSC2-3.6+1998-11-26 00:00:00.00"
ZTF18acqqyah Ia 0.032 0.017269 2458456.5 2458461.92 -5.42 ZTF18acqqyah_20181204_P60_v1.ascii 1 False Ia-norm 0.0026290528 0.032 0.032 "Ia 99aa-like" 0.0028012241 Ia-norm 16.24 0.0155 8.338445192194445 "2009ig/KAST+2009-08-28 12:43:12.00"
ZTF18acqqyah Ia 0.032 0.017269 2458456.5 2458461.92 -5.42 ZTF18acqqyah_20181204_P60_v2.ascii 1 True Ia-norm 0.002719694 0.032 0.032 "Ia 99aa-like" 0.0028975327 Ia-norm 14.98 0.0316 8.504755784339677 "2009ig/KAST+2009-08-28 12:43:12.00"
ZTF18acqsfxh Ia 0.042 0.041944 2458449.5 2458455.93 -6.43 ZTF18acqsfxh_20181127_P60_v1.ascii 1 False Ic-BL 0.0038238543 0.042 0.042 SLSN-I 0.004106724 II-norm 5.93 0.0431 9.341201269202783 "1998bw/EFOSC2-3.6+1998-05-29 00:00:00.00"
ZTF18acqsfxh Ia 0.042 0.041944 2458449.5 2458455.93 -6.43 ZTF18acqsfxh_20181127_P60_v2.ascii 1 False IIn 0.002548925 0.042 0.042 II 0.002678449 II-norm 5.62 0.0466 13.306833013216021 "2010jl/DEIMOS+2010-11-07 15:37:26.00"
ZTF18acqsfxh Ia 0.042 0.041944 2458449.5 2458455.93 -6.43 ZTF18acqsfxh_20181127_P60_v3.ascii 1 True II 0.0023735145 0.042 0.042 IIn 0.0024647408 Ia-norm 8.43 0.2937 8.843627452921684 "2009kr/KAST+2009-12-09 08:28:19.00"
ZTF18acqsqrg II 0.003 0.003669 2458468.5 2458448.96 19.54 ZTF18acqsqrg_20181216_P60_v1.ascii 1 False II 0.0004086086 0.003 0.003 II 0.0005001099 II-norm 10.71 0.0023 0.8848234265172352 "2014G/KAST+2014-04-30 09:00:00.00"
ZTF18acqsqrg II 0.003 0.003669 2458468.5 2458448.96 19.54 ZTF18acqsqrg_20181216_P60_v2.ascii 1 False II 0.00033645102 0.003 0.003 IIn 0.0004814298 II-norm 10.67 0.0036 0.888893638824567 "2014G/KAST+2014-04-30 09:00:00.00"
ZTF18acqsqrg II 0.003 0.003669 2458468.5 2458448.96 19.54 ZTF18acqsqrg_20181216_P60_v3.ascii 1 False II 0.00040918856 0.003 0.003 II 0.00047367963 II-norm 10.55 0.0164 0.9023347396856574 "2014G/KAST+2014-04-30 09:00:00.00"
ZTF18acqsqrg II 0.003 0.003669 2458475.5 2458448.96 26.54 ZTF18acqsqrg_20181223_P60_v1.ascii 1 True II 0.00034121977 0.003 0.003 IIn 0.0004978067 II-norm 10.8 0.0023 0.7562120197970761 "2014G/KAST+2014-04-30 09:00:00.00"
ZTF18acqwdla II 0.027 nan 2458443.5 2458455.9 -12.4 ZTF18acqwdla_20181121_P60_v1.ascii 1 False II-flash 0.011131353 0.027 0.027 IIb 0.011293368 Ic-SLSN 5.91 0.4301 16.994858183347617 2013fs_early/ALFOSC+21:53.0
ZTF18acqwdla II 0.027 nan 2458455.5 2458455.9 -0.4 ZTF18acqwdla_20181203_P60_v1.ascii 1 False II 0.006122443 0.027 0.027 II 0.0066129644 Ia-norm 6.4 0.2738 25.80767591096574 "2016esw/KAST+2016-08-14 07:01:55.00"
ZTF18acqwdla II 0.027 nan 2458464.5 2458455.9 8.6 ZTF18acqwdla_20181212_P60_v1.ascii 1 True II 0.0026151666 0.027 0.027 IIb 0.002624152 II-norm 8.32 0.0259 14.238510550416159 "2013ej/FLOYDS-N+2013-08-05 00:00:00.00"
ZTF18acqxsyi Ia 0.063 0.063585 2458449.5 2458455.93 -6.43 ZTF18acqxsyi_20181127_P60_v1.ascii 1 True Ia-norm 0.002430852 0.063 0.063 Ia-norm 0.0024496135 Ia-norm 9.65 0.0618 11.912142027966063 "2011by/KAST+2011-05-14 05:54:14.00"
ZTF18acmyxfx Ia 0.067 nan 2458449.5 2458447.83 1.67 ZTF18acmyxfx_20181127_P60_v1.ascii 1 False Ia-norm 0.0019274581 0.067 nan nan nan Ia-norm 6.42 0.0577 7.968149931249935 "2012fr/KAST+2012-11-14 07:42:14.00"
ZTF18acmyxfx Ia 0.067 nan 2458449.5 2458447.83 1.67 ZTF18acmyxfx_20181127_P60_v2.ascii 1 True Ia-pec 0.0025246176 0.067 0.067 Ia-norm 0.0036230136 Ia-norm 17.13 0.0672 13.95846947768202 "2000cx/KAST+2000-07-28 09:30:14.00"
ZTF18acpscso Ia 0.063 0.071686 2458448.5 2458456.64 -8.14 ZTF18acpscso_20181126_P60_v1.ascii 1 True Ia-norm 0.0028673215 0.063 0.063 Ia-norm 0.003315208 Ia-03fg 16.06 0.0669 8.11957136061412 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18acqxyiq IIb 0.035 0.038517 2458456.5 2458447.91 8.59 ZTF18acqxyiq_20181204_Keck1_v1.ascii 1 True IIb 0.003277042 0.035 0.035 II 0.0036993937 Gal 14.12 0.0388 5.198905477208117 "2011fu/CAFOS+2011-10-06 21:36:00.00"
ZTF18acqxyiq IIb 0.035 0.038517 2458480.5 2458447.91 32.59 ZTF18acqxyiq_20181228_P60_v1.ascii 1 False II 0.0031491448 0.035 0.035 "Ia-02cx like" 0.003153307 Ic-SLSN 5.73 0.291 5.062800238281434 "1999em/LRIS+1999-12-05 00:00:00.00"
ZTF18acqxyiq IIb 0.035 0.038517 2458576.5 2458447.91 128.59 ZTF18acqxyiq_20190403_Keck1_v1.ascii 1 False IIb 0.0043319073 0.035 0.035 Ib 0.004763743 IIn 10.52 0.0414 2.7550361603110423 "2011dh/CAFOS+2011-09-16 20:00:13.00"
ZTF18acrcyqw II 0.047 nan 2458449.5 2458450.9 -1.4 ZTF18acrcyqw_20181127_P60_v1.ascii 1 False II-flash 0.0054854187 0.047 0.047 II-flash 0.007524269 Ia-norm 4.87 0.9553 12.676997237990616 2016bkv_early/FLOYDS-N+21:25.0
ZTF18acrcyqw II 0.047 nan 2458450.5 2458450.9 -0.4 ZTF18acrcyqw_20181128_P60_v1.ascii 1 False "Ia 99aa-like" 0.008631266 0.047 0.047 "Ia 99aa-like" 0.009116398 Ic-BL 5.55 0.1601 4.480914130924605 "1999aa/ALFOSC+1999-02-13 00:00:00.00"
ZTF18acrcyqw II 0.047 nan 2458455.5 2458450.9 4.6 ZTF18acrcyqw_20181203_P60_v1.ascii 1 False SLSN-I 0.0036679588 0.047 0.047 II 0.003952821 IIn 10.99 0.1685 6.662376484356413 "2018bsz/X-Shooter+2018-06-09 00:00:00.00"
ZTF18acrcyqw II 0.047 nan 2458463.5 2458450.9 12.6 ZTF18acrcyqw_20181211_LT_v1.ascii 1 False II 0.0040328694 0.047 0.047 II 0.004148088 Ia-norm 4.2 0.3293 9.7897896649686 "2008aw/Other+2008-03-12 00:00:00.00"
ZTF18acrcyqw II 0.047 nan 2458465.5 2458450.9 14.6 ZTF18acrcyqw_20181213_P200_v1.ascii 1 False IIn 0.004759394 0.047 0.047 SLSN-I 0.00489506 Ic-BL 5.18 0.2924 14.096697612625476 "2005cp/DBSP+2005-08-13 00:00:00.00"
ZTF18acrcyqw II 0.047 nan 2458468.5 2458450.9 17.6 ZTF18acrcyqw_20181216_P60_v1.ascii 1 True IIb 0.0038304846 0.047 0.047 II 0.00419406 IIb 7.02 0.0425 15.046600151513527 "2011fu/CAFOS+2011-10-06 21:36:00.00"
ZTF18acrcyqw II 0.047 nan 2458482.5 2458450.9 31.6 ZTF18acrcyqw_20181230_NOT_v1.ascii 1 False II 0.0049643214 0.047 0.047 II 0.008484635 II-norm 16.92 0.044 15.240604088118614 "2013fs/DBSP+2013-11-02 04:59:51.00"
ZTF18acrcyqw II 0.047 nan 2458484.5 2458450.9 33.6 ZTF18acrcyqw_20190101_WHT_v1.ascii 1 False II 0.0064326953 0.047 0.047 II 0.008000628 II-norm 15.63 0.0463 9.676110791427032 "2008aw/Other+2008-04-02 00:00:00.00"
ZTF18acrcyqw II 0.047 nan 2458526.5 2458450.9 75.6 ZTF18acrcyqw_20190212_P200_v1.ascii 1 False II 0.007724514 0.047 nan nan nan IIn 11.59 0.0467 5.068179172636961 "2014G/AFOSC+2014-04-07 23:39:27.00"
ZTF18acrdciw Ia 0.054 nan 2458457.5 2458447.89 9.61 ZTF18acrdciw_20181205_P60_v1.ascii 1 True Ia-norm 0.0027218517 0.054 0.054 Ia-norm 0.002855961 Ia-norm 6.7 0.0601 6.824338186071968 "1994D/KAST+1994-04-04 09:28:48.00"
ZTF18acrdlrp Ia 0.009 0.019411 2458448.5 2458461.93 -13.43 ZTF18acrdlrp_20181126_P60_v1.ascii 1 True Ia-norm 0.0038662578 0.009 0.009 Ia-norm 0.004313936 Ia-91T 10.76 -0.0019 9.302322639138572 "2011fe/KAST+2011-08-25 03:54:43.00"
ZTF18acptgzz Ia 0.094 nan 2458453.5 2458450.85 2.65 ZTF18acptgzz_20181201_Keck1_v1.ascii 1 True Ia-norm 0.004193781 0.094 0.094 Ia-norm 0.004366154 Ia-norm 28.66 0.0938 3.978974404037734 "2011fe/STIS+2011-09-10 09:22:00.00"
ZTF18acqppuj II 0.034 0.026419 2458465.5 2458465.96 -0.46 ZTF18acqppuj_20181213_P60_v1.ascii 1 True IIb 0.0018006496 0.034 0.034 II 0.0020023724 II-norm 9.24 0.0308 7.128375037371086 "2011dh/ISIS+2011-06-08 22:53:54.00"
ZTF18acqpqph Ia 0.019 0.023118 2458457.5 2458442.96 14.54 ZTF18acqpqph_20181205_P60_v1.ascii 1 True Ia-norm 0.001684273 0.019 0.019 "Ia 99aa-like" 0.0019787482 Ia-norm 15.24 0.0187 8.607367552206508 "2011fe/SNIFS+2011-09-22 05:09:47.00"
ZTF18acrheel Ibn 0.055 nan 2458449.5 2458450.94 -1.44 ZTF18acrheel_20181127_LT_v2.ascii 1 False II 0.002646039 0.055 0.055 II 0.0026931707 Ia-norm 5.07 0.1943 2.7292235134402705 "2008aw/Other+2008-03-12 00:00:00.00"
ZTF18acrheel Ibn 0.055 nan 2458455.5 2458450.94 4.56 ZTF18acrheel_20181203_P60_v1.ascii 1 True II-flash 0.0055531003 0.055 0.055 II-flash 0.005576674 Ic-SLSN 4.79 0.4992 4.671376726474754 2013fs_early/ALFOSC+00:00.0
ZTF18acrheel Ibn 0.055 nan 2458487.5 2458450.94 36.56 ZTF18acrheel_20190104_Keck1_v2.ascii 1 False Ibn 0.004761823 0.055 0.055 Ibn 0.004944248 Ibn 17.19 0.0598 1.2784066351689576 "2010al/X-Shooter+2010-05-11 00:00:00.00"
ZTF18acrheel Ibn 0.055 nan 2458487.5 2458450.94 36.56 ZTF18acrheel_20190104_Keck1_v3.ascii 1 False "Ia 02es-like" 0.002413004 0.055 0.055 Ia-norm 0.002426723 Gal 12.44 0.0584 4.3004365768733 "PTF10ops/DBSP+2010-08-13 00:00:00.00"
ZTF18acrhehl II 0.04 0.037179 2458457.5 2458448.96 8.54 ZTF18acrhehl_20181205_P60_v1.ascii 1 False Ibn 0.00046861958 0.04 nan nan nan IIn 4.61 0.3436 0.0845762752560697 "PTF11rfh/DOLORES+2011-12-17 21:36:00.00"
ZTF18acrhehl II 0.04 0.037179 2458457.5 2458448.96 8.54 ZTF18acrhehl_20181205_P60_v2.ascii 1 True SLSN-I 0.0061563198 0.04 0.04 II-flash 0.0073687485 II-norm 7.07 0.0357 10.643713044795089 "2017egm/AFOSC+2017-07-18 20:29:02.00"
ZTF18acqsqry Ia 0.07 nan 2458464.5 2458449.01 15.49 ZTF18acqsqry_20181212_P60_v1.ascii 1 True IIb 0.0020301118 0.07 0.07 IIb 0.0020420724 Ia-norm 10.47 0.0633 7.657412597911 "2013cu/DBSP+2013-06-02 08:08:34.00"
ZTF18acqxcga Ia 0.03 nan 2458450.5 2458464.78 -14.28 ZTF18acqxcga_20181128_P60_v1.ascii 1 False SLSN-I 0.0049046837 0.03 0.03 SLSN-I 0.0053567966 Ia-norm 5.67 0.0306 4.077936838702355 "PTF10bfz/LRIS+2010-02-07 00:00:00.00"
ZTF18acqxcga Ia 0.03 nan 2458460.5 2458464.78 -4.28 ZTF18acqxcga_20181208_LT_v1.ascii 1 True Ia-norm 0.011620786 0.03 0.03 Ia-norm 0.015499774 Ia-norm 23.73 0.0331 8.855094001437644 "2013dy/HET-LRS+2013-08-02 05:45:36.00"
ZTF18acrdwag Ia 0.043 0.041012 2458467.5 2458449.99 17.51 ZTF18acrdwag_20181215_P200_v1.ascii 1 True "Ia 99aa-like" 0.0054662763 0.043 0.043 Ia-norm 0.00573703 Ia-norm 20.74 0.0417 6.747320116757422 "1999aa/KAST+1999-03-12 00:00:00.00"
ZTF18acpuxuh Ia 0.1 nan 2458479.5 2458450.85 28.65 ZTF18acpuxuh_20181227_P200_v1.ascii 1 True Ia-norm 0.0036892318 0.1 0.1 Ib 0.0036905888 Ia-norm 7.5 0.2833 13.76079512625076 "2012cu/SNIFS+2012-07-11 07:12:00.00"
ZTF18acqxwgl Ia 0.071 nan 2458467.5 2458455.93 11.57 ZTF18acqxwgl_20181215_P60_v1.ascii 1 True Ia-norm 0.0028441297 0.071 0.071 Ia-norm 0.0029027741 Ic-norm 10.03 0.0858 3.102930188237687 "2012cg/KAST+2012-06-13 05:25:26.00"
