ZTF_Name,Version,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
ZTF20abbplei,ZTF20abbplei_20200613_P60_v2.ascii,Ib,5,Ib-norm,5.85,5,0.6543
ZTF20abbplei,ZTF20abbplei_20200618_P60_v1.ascii,Ic,9,Ic-norm,8.69,8,0.8982
ZTF20abbplei,ZTF20abbplei_20200620_NOT_v1.ascii,Ia,7,Ia-91T,7.17,5,0.8883
ZTF20abbplei,ZTF20abbplei_20201020_Keck1_v1.ascii,Gal,6,Gal,9.29,6,0.0306
ZTF20abbpory,ZTF20abbpory_20200628_P60_v1.ascii,Ia,9,Ia-91bg,6.19,6,0.0647
ZTF20abbqfoi,ZTF20abbqfoi_20200526_P60_v1.ascii,Ic,3,Ic-SLSN,3.28,3,0.9361
ZTF20abbqfoi,ZTF20abbqfoi_20200527_P60_v1.ascii,Ic,7,Ic-SLSN,4.08,6,0.6643
ZTF20abbqfoi,ZTF20abbqfoi_20200623_Keck1_v1.ascii,II,10,II-norm,19.12,9,0.0437
ZTF20abbrptu,ZTF20abbrptu_20200529_P60_v1.ascii,Ia,9,Ia-norm,17.21,9,0.0453
ZTF20abbumno,ZTF20abbumno_20200615_P60_v1.ascii,Gal,6,Gal,4.42,6,0.3399
ZTF20abbumno,ZTF20abbumno_20200621_P60_v1.ascii,Ic,11,Ic-SLSN,3.95,6,0.9224
ZTF20abbumno,ZTF20abbumno_20200702_P200_v2.ascii,Ic,4,Ic-SLSN,4.77,4,0.4729
ZTF20abbumno,ZTF20abbumno_20200721_P60_v1.ascii,Ia,6,Ia-norm,4.16,6,0.2467
ZTF20abbumno,ZTF20abbumno_20200724_NOT_v1.ascii,Ic,8,Ic-SLSN,4.79,8,1.179
ZTF20abbvnpr,ZTF20abbvnpr_20200528_P60_v1.ascii,Ic,8,Ic-norm,4.49,8,0.0782
ZTF20abbvqww,ZTF20abbvqww_20200527_P60_v1.ascii,Ia,3,Ia-csm,4.26,3,0.1743
ZTF20abbzmue,ZTF20abbzmue_20200616_P60_v1.ascii,Ic,5,Ic-SLSN,4.5,5,0.4565
ZTF20abbzodq,ZTF20abbzodq_20200528_P60_v1.ascii,Ia,7,Ia-norm,7.18,7,0.0402
ZTF20abcbxpj,ZTF20abcbxpj_20200720_Keck1_v1.ascii,Ia,9,Ia-norm,12.79,9,0.0992
ZTF20abccixp,ZTF20abccixp_20200528_P60_v1.ascii,Ic,8,Ic-BL,5.3,8,0.2772
ZTF20abccixp,ZTF20abccixp_20200529_NOT_v1.ascii,Ic,7,Ic-SLSN,4.66,6,0.7057
ZTF20abccixp,ZTF20abccixp_20200529_P60_v1.ascii,Ic,7,Ic-norm,5.12,3,0.0775
ZTF20abccixp,ZTF20abccixp_20200530_P60_v1.ascii,TDE,8,TDE,4.44,8,0.0434
ZTF20abccixp,ZTF20abccixp_20200601_P60_v1.ascii,Ia,2,Ia-norm,5.45,2,0.0608
ZTF20abccixp,ZTF20abccixp_20200604_P60_v1.ascii,Ib,6,Ib-norm,4.94,6,0.4894
ZTF20abccixp,ZTF20abccixp_20200609_LT_v1.ascii,Ic,5,Ic-SLSN,3.98,5,0.7622
ZTF20abccixp,ZTF20abccixp_20200611_P60_v1.ascii,II,8,II-norm,4.5,8,0.158
ZTF20abccixp,ZTF20abccixp_20200614_P60_v1.ascii,LBV,9,LBV,4.62,9,0.0273
ZTF20abccixp,ZTF20abccixp_20200616_P60_v1.ascii,Ib,2,Ib-norm,4.44,1,0.0563
ZTF20abccixp,ZTF20abccixp_20200618_P60_v1.ascii,II,2,Ia-norm,7.31,1,0.036
ZTF20abccixp,ZTF20abccixp_20200620_P60_v1.ascii,TDE,6,TDE,5.13,6,0.0337
ZTF20abccixp,ZTF20abccixp_20200623_P60_v1.ascii,Ia,4,Ia-norm,6.77,3,0.4794
ZTF20abccojn,ZTF20abccojn_20200619_LT_v1.ascii,Ia,9,Ia-norm,8.76,9,0.1308
ZTF20abcgjvq,ZTF20abcgjvq_20200531_P60_v1.ascii,Ic,8,Ic-SLSN,4.43,7,0.1575
ZTF20abcgjvq,ZTF20abcgjvq_20200601_P60_v1.ascii,Ia,42,Ia-02cx,7.42,33,0.0398
ZTF20abcgkom,ZTF20abcgkom_20200614_P60_v1.ascii,Ic,3,IIb,7.33,2,0.0538
ZTF20abchbds,ZTF20abchbds_20200531_P60_v1.ascii,Ia,8,Ia-norm,35.18,7,0.1944
ZTF20abchhuw,ZTF20abchhuw_20200608_P60_v1.ascii,Ia,10,Ia-norm,13.58,10,0.0296
ZTF20abchjdk,ZTF20abchjdk_20200615_P60_v1.ascii,Ia,6,Ia-norm,8.51,5,0.1051
ZTF20abchjdk,ZTF20abchjdk_20200615_P60_v2.ascii,Ia,4,IIb,6.07,3,0.0789
ZTF20abciflj,ZTF20abciflj_20200608_LT_v1.ascii,Ia,9,Ia-norm,21.62,9,0.0391
ZTF20abcqpdj,ZTF20abcqpdj_20200614_P60_v1.ascii,Ia,18,Ia-norm,8.28,18,0.0532
ZTF20abcsbux,ZTF20abcsbux_20200613_P60_v1.ascii,Ia,11,Ia-03fg,7.01,8,0.0865
ZTF20abctyza,ZTF20abctyza_20200601_LT_v1.ascii,Ia,8,Ia-norm,5.6,7,0.0956
ZTF20abcwuou,ZTF20abcwuou_20200530_P60_v1.ascii,Ib,7,Ib-norm,3.79,6,0.3348
ZTF20abcwuwg,ZTF20abcwuwg_20200613_P60_v1.ascii,Ia,9,Ia-norm,7.93,5,0.0609
ZTF20abcwuwg,ZTF20abcwuwg_20200619_P60_v1.ascii,Ia,13,Ia-norm,11.69,13,0.0646
ZTF20abcxmwf,ZTF20abcxmwf_20200703_P60_v1.ascii,Ic,3,Ic-norm,5.13,3,0.4518
ZTF20abcxmwf,ZTF20abcxmwf_20200705_P60_v1.ascii,Ic,6,Ic-BL,4.02,6,0.404
ZTF20abcxnbb,ZTF20abcxnbb_20200608_P60_v1.ascii,Ia,10,Ia-norm,6.92,10,0.0333
ZTF20abcxnfl,ZTF20abcxnfl_20200610_P60_v1.ascii,Ic,6,Ic-BL,6.42,6,0.1152
ZTF20abcxnkh,ZTF20abcxnkh_20200608_P60_v1.ascii,Ia,10,Ia-norm,6.57,9,0.0598
ZTF20abdajyr,ZTF20abdajyr_20200614_P60_v1.ascii,Ia,10,Ia-norm,9.74,9,0.0644
ZTF20abdkdga,ZTF20abdkdga_20200715_P60_v2.ascii,II,4,II-norm,8.53,4,0.0469
ZTF20abdnpdo,ZTF20abdnpdo_20200612_NOT_v1.ascii,Ic,9,Ic-BL,18.99,7,0.0338
ZTF20abdnpdo,ZTF20abdnpdo_20200612_P60_v1.ascii,Ia,9,Ia-csm,10.28,9,0.0385
ZTF20abdnpdo,ZTF20abdnpdo_20200612_P60_v2.ascii,Ic,8,Ic-BL,9.07,8,0.0405
ZTF20abdsunu,ZTF20abdsunu_20200604_P60_v1.ascii,Ib,7,Ibn,2.57,5,0.932
ZTF20abdsunu,ZTF20abdsunu_20200605_P60_v1.ascii,II,3,IIb,5.31,3,0.7179
ZTF20abdsunu,ZTF20abdsunu_20200609_P60_v1.ascii,Ia,10,Ia-norm,7.65,9,0.059
ZTF20abdtiti,ZTF20abdtiti_20200616_P60_v1.ascii,Ia,10,Ia-norm,8.69,9,0.0941
ZTF20abdtjyb,ZTF20abdtjyb_20200605_P60_v1.ascii,Ia,7,Ia-91T,6.62,7,0.2886
ZTF20abdxffu,ZTF20abdxffu_20200614_P60_v1.ascii,Ia,8,Ia-norm,6.48,8,0.0595
ZTF20abdxffu,ZTF20abdxffu_20200617_P200_v1.ascii,Ia,9,Ia-norm,8.27,6,0.0556
ZTF20abdxffu,ZTF20abdxffu_20200620_APO_v1.ascii,Ic,5,Ic-norm,4.89,5,0.0565
ZTF20abdxffu,ZTF20abdxffu_20200620_P60_v1.ascii,Gal,7,Gal,5.66,7,0.0594
ZTF20abdxffu,ZTF20abdxffu_20200623_Keck1_v1.ascii,Ic,5,Ic-norm,6.75,5,0.0768
ZTF20abdxoeu,ZTF20abdxoeu_20200611_P60_v1.ascii,TDE,4,TDE,6.11,4,0.0265
ZTF20abdxoeu,ZTF20abdxoeu_20200613_P60_v1.ascii,Ic,7,Ic-BL,4.79,7,0.2756
ZTF20abdxoeu,ZTF20abdxoeu_20200617_P200_v1.ascii,II,4,II-norm,6.07,4,0.0282
ZTF20abdxoeu,ZTF20abdxoeu_20200620_P60_v1.ascii,Ia,1,Ia-91T,4.93,1,0.1362
ZTF20abdxoeu,ZTF20abdxoeu_20200623_Keck1_v1.ascii,Gal,6,Gal,7.62,6,0.0275
ZTF20abdxouw,ZTF20abdxouw_20200614_P60_v1.ascii,Ia,9,Ia-norm,11.98,5,0.0841
ZTF20abdxuew,ZTF20abdxuew_20200612_P60_v1.ascii,Ia,9,Ia-norm,14.31,9,0.0711
ZTF20abdxyae,ZTF20abdxyae_20200610_P200_v1.ascii,Ib,3,Ib-norm,7.79,3,0.2364
ZTF20abdxyae,ZTF20abdxyae_20200610_P60_v1.ascii,Ic,9,Ic-BL,7.27,5,0.0689
ZTF20abdxyae,ZTF20abdxyae_20200625_LT_v1.ascii,Ia,10,Ia-02cx,11.68,8,0.0446
ZTF20abdxyae,ZTF20abdxyae_20200627_P60_v1.ascii,Ic,5,Ic-BL,7.23,5,0.2869
ZTF20abdxzlz,ZTF20abdxzlz_20200609_P60_v1.ascii,Ic,5,Ic-norm,5.04,5,0.4348
ZTF20abdxzlz,ZTF20abdxzlz_20200618_P60_v1.ascii,Ic,5,Ic-SLSN,4.02,5,0.1518
ZTF20abdxzlz,ZTF20abdxzlz_20200618_P60_v2.ascii,II,23,II-norm,8.03,15,0.1612
ZTF20abdxzlz,ZTF20abdxzlz_20200621_LT_v1.ascii,Ic,3,Ic-SLSN,4.78,3,0.5703
ZTF20abdzief,ZTF20abdzief_20200620_APO_v1.ascii,Ic,6,Ic-norm,8.39,6,0.041
ZTF20abdzrxo,ZTF20abdzrxo_20200608_P60_v1.ascii,Ia,9,Ia-norm,14.25,9,0.038
ZTF20abedydu,ZTF20abedydu_20200620_LT_v2.ascii,Ia,11,Ia-norm,21.19,11,0.0788
ZTF20abedygm,ZTF20abedygm_20200616_P60_v1.ascii,Ia,10,Ia-norm,12.21,10,0.1049
ZTF20abedyov,ZTF20abedyov_20200612_P60_v1.ascii,II,6,II-norm,6.67,6,0.0545
ZTF20abedyov,ZTF20abedyov_20200612_P60_v2.ascii,Ia,6,Ia-norm,8.63,4,0.0576
ZTF20abedyov,ZTF20abedyov_20200621_P60_v1.ascii,Ia,9,Ia-norm,7.99,9,0.0587
ZTF20abedyov,ZTF20abedyov_20200621_P60_v2.ascii,Ia,11,Ia-91T,7.32,6,0.0806
ZTF20abeeahl,ZTF20abeeahl_20200609_P60_v1.ascii,Ic,8,Ic-BL,8.21,8,0.3896
ZTF20abeevyo,ZTF20abeevyo_20210118_NOT_v1.ascii,Gal,10,Gal,13.79,10,0.0412
ZTF20abeeyre,ZTF20abeeyre_20200612_P60_v1.ascii,Ia,9,Ia-norm,7.73,9,0.216
ZTF20abeeyre,ZTF20abeeyre_20200618_P60_v1.ascii,Ia,8,Ia-norm,6.08,5,0.0511
ZTF20abeeyrn,ZTF20abeeyrn_20200623_P60_v1.ascii,Ia,9,Ia-91T,9.02,8,0.094
ZTF20abeeyrs,ZTF20abeeyrs_20200614_P60_v1.ascii,Ia,9,Ia-norm,7.67,9,0.0847
ZTF20abeeytg,ZTF20abeeytg_20200613_P60_v1.ascii,Ia,11,Ia-norm,15.82,11,0.04
ZTF20abeezca,ZTF20abeezca_20200617_P60_v1.ascii,Ic,8,Ic-norm,11.07,8,0.0496
ZTF20abeezca,ZTF20abeezca_20200622_P60_v1.ascii,Ic,11,Ic-norm,12.5,9,0.0466
ZTF20abeezqx,ZTF20abeezqx_20200619_P60_v1.ascii,Ia,10,Ia-norm,10.81,9,0.0707
ZTF20abefaya,ZTF20abefaya_20200624_P60_v1.ascii,Ia,11,Ia-norm,11.95,8,0.109
ZTF20abefbiq,ZTF20abefbiq_20200616_P60_v1.ascii,Ic,6,Ic-SLSN,10.24,6,-0.0085
ZTF20abefbiq,ZTF20abefbiq_20200616_P60_v2.ascii,Ia,9,Ia-norm,11.81,9,0.0794
ZTF20abefbnz,ZTF20abefbnz_20200614_P60_v1.ascii,Ia,8,Ia-norm,9.65,5,0.0673
ZTF20abefbpl,ZTF20abefbpl_20200613_P60_v1.ascii,Ic,6,Ic-BL,4.86,6,0.2854
ZTF20abefbpl,ZTF20abefbpl_20200616_P60_v1.ascii,Ic,6,Ic-BL,4.79,6,0.2811
ZTF20abefbpl,ZTF20abefbpl_20200623_Keck1_v1.ascii,Ic,6,Ic-BL,9.69,5,0.0381
ZTF20abefbpl,ZTF20abefbpl_20210217_Keck1_v1.ascii,Gal,8,Gal,10.66,8,0.042
ZTF20abefdvd,ZTF20abefdvd_20200612_P60_v1.ascii,Ia,11,Ia-norm,10.31,5,0.0426
ZTF20abefeab,ZTF20abefeab_20200814_P200_v1.ascii,AGN,4,AGN,5.3,4,0.423
ZTF20abefyha,ZTF20abefyha_20200618_P60_v1.ascii,Gal,7,Gal,6.78,7,0.0538
ZTF20abefyha,ZTF20abefyha_20200618_P60_v2.ascii,Ia,11,Ia-norm,8.62,6,0.065
ZTF20abefzfc,ZTF20abefzfc_20200613_P60_v1.ascii,Ia,29,Ia-norm,9.21,22,0.0809
ZTF20abegate,ZTF20abegate_20200613_P60_v1.ascii,Ic,5,Ic-norm,6.63,3,0.0684
ZTF20abegate,ZTF20abegate_20200618_P60_v1.ascii,TDE,7,TDE,6.63,7,0.0504
ZTF20abegate,ZTF20abegate_20200620_LT_v1.ascii,Ia,7,Ia-norm,12.61,6,0.0553
ZTF20abegirf,ZTF20abegirf_20200718_P60_v1.ascii,II,9,II-norm,9.75,5,0.0451
ZTF20abegiry,ZTF20abegiry_20200627_P60_v1.ascii,Ia,11,Ia-norm,12.45,10,0.041
ZTF20abeglzu,ZTF20abeglzu_20200612_P60_v1.ascii,Ia,10,Ia-norm,8.6,5,0.0529
ZTF20abegoix,ZTF20abegoix_20200614_P60_v1.ascii,Ia,8,Ia-norm,6.18,5,0.0443
ZTF20abegopd,ZTF20abegopd_20200615_P60_v1.ascii,TDE,11,TDE,8.06,11,0.0449
ZTF20abegopd,ZTF20abegopd_20200615_P60_v2.ascii,Ia,6,Ia-91bg,11.1,6,0.0452
ZTF20abehusj,ZTF20abehusj_20200703_P60_v1.ascii,Ic,3,Ic-SLSN,4.77,3,0.288
ZTF20abehvas,ZTF20abehvas_20200621_P60_v1.ascii,Ia,9,Ia-norm,28.16,9,0.0667
ZTF20abeifkj,ZTF20abeifkj_20200615_P60_v1.ascii,Ia,10,Ia-norm,6.52,5,0.0945
ZTF20abeifkj,ZTF20abeifkj_20200716_P200_v1.ascii,Gal,7,Gal,8.37,7,0.0721
ZTF20abeifkj,ZTF20abeifkj_20200716_P200_v2.ascii,Gal,7,Gal,8.37,7,0.0721
ZTF20abeimho,ZTF20abeimho_20200628_P60_v1.ascii,Gal,3,Gal,6.0,3,0.3394
ZTF20abeimho,ZTF20abeimho_20200720_Keck1_v1.ascii,Ia,7,Ia-norm,15.24,5,0.073
ZTF20abejvpr,ZTF20abejvpr_20200622_P60_v1.ascii,Ia,10,Ia-norm,9.75,8,0.0745
ZTF20abekbzp,ZTF20abekbzp_20200625_P60_v1.ascii,Gal,4,Gal,6.23,4,0.0379
ZTF20abekbzp,ZTF20abekbzp_20200625_P60_v2.ascii,Ic,6,Ic-SLSN,4.3,6,0.2777
ZTF20abeldyn,ZTF20abeldyn_20200615_P60_v1.ascii,Ia,10,Ia-91T,10.41,6,0.0442
ZTF20abeljuj,ZTF20abeljuj_20200615_P60_v1.ascii,Ia,10,Ia-norm,17.82,10,0.0476
ZTF20abelnha,ZTF20abelnha_20200621_P60_v1.ascii,Ia,10,Ia-norm,9.74,10,0.0952
ZTF20abelnha,ZTF20abelnha_20200621_P60_v2.ascii,Ia,10,Ia-norm,14.85,8,0.0759
ZTF20abeohfn,ZTF20abeohfn_20200613_P60_v1.ascii,Ic,10,Ic-norm,8.46,10,0.4238
ZTF20abeoicg,ZTF20abeoicg_20200617_P60_v1.ascii,Ia,10,Ia-norm,22.68,10,0.033
ZTF20abeolig,ZTF20abeolig_20200615_P60_v1.ascii,Ic,7,Ic-BL,6.82,7,0.2607
ZTF20abeolig,ZTF20abeolig_20200615_P60_v2.ascii,Ia,8,Ia-91T,7.86,5,0.0575
ZTF20abeolig,ZTF20abeolig_20200623_Keck1_v1.ascii,Ia,10,Ia-91T,12.64,6,0.0596
ZTF20abeolsw,ZTF20abeolsw_20200622_P60_v1.ascii,Ia,7,Ia-norm,8.16,4,0.0643
ZTF20abeolsw,ZTF20abeolsw_20200701_NOT_v1.ascii,Ia,10,Ia-norm,20.16,10,0.0639
ZTF20abepklv,ZTF20abepklv_20200616_P60_v1.ascii,Gal,5,Gal,14.27,5,0.0223
ZTF20abepklv,ZTF20abepklv_20200616_P60_v2.ascii,II,9,II-norm,8.27,9,0.0406
ZTF20abepyro,ZTF20abepyro_20200620_P60_v1.ascii,II,10,IIb,13.81,8,0.0377
ZTF20abeqsrm,ZTF20abeqsrm_20200617_P60_v1.ascii,Ia,10,Ia-norm,6.66,10,0.0423
ZTF20abevbxv,ZTF20abevbxv_20200702_P200_v1.ascii,II,11,II-norm,11.47,6,0.0026
ZTF20abevbxv,ZTF20abevbxv_20201022_P60_v1.ascii,II,10,II-norm,10.45,9,0.0064
ZTF20abevbxv,ZTF20abevbxv_20201022_P60_v2.ascii,II,6,IIb,5.77,4,0.0069
ZTF20abevbxv,ZTF20abevbxv_20210217_Keck1_v1.ascii,II,7,IIn,7.31,6,0.1213
ZTF20abevcoo,ZTF20abevcoo_20200624_P60_v1.ascii,Ic,5,Ic-BL,4.79,4,0.1545
ZTF20abevcoo,ZTF20abevcoo_20200720_Keck1_v1.ascii,Ic,7,Ic-norm,14.67,7,0.1706
ZTF20abewogd,ZTF20abewogd_20200625_LT_v2.ascii,Ia,11,Ia-91T,16.8,10,0.058
ZTF20abewzpe,ZTF20abewzpe_20200614_P60_v1.ascii,Ia,3,Ia-norm,5.78,3,0.2691
ZTF20abewzpe,ZTF20abewzpe_20200614_P60_v2.ascii,Ia,5,Ia-norm,6.75,4,0.0871
ZTF20abexfvz,ZTF20abexfvz_20200617_P60_v1.ascii,Ic,5,Ic-norm,4.93,5,0.1534
ZTF20abexyxk,ZTF20abexyxk_20200718_P60_v1.ascii,Ia,11,Ia-91T,16.04,7,0.0499
ZTF20abeyqmx,ZTF20abeyqmx_20200627_P60_v1.ascii,Ia,7,Ia-91T,8.49,3,0.0782
ZTF20abeyvwv,ZTF20abeyvwv_20200619_P60_v1.ascii,Ia,11,Ia-norm,9.98,9,0.0511
ZTF20abeywdn,ZTF20abeywdn_20200628_LT_v1.ascii,Ia,9,Ia-norm,24.16,9,0.0252
ZTF20abezylf,ZTF20abezylf_20200615_P60_v1.ascii,QSO,2,QSO,2.58,2,1.0665
ZTF20abfadah,ZTF20abfadah_20200704_P60_v1.ascii,Ib,4,Ib-norm,4.11,4,0.109
ZTF20abfadah,ZTF20abfadah_20200705_P60_v1.ascii,Ia,8,Ia-91T,6.47,6,0.1078
ZTF20abfadah,ZTF20abfadah_20200716_P200_v1.ascii,Ib,8,Ibn,6.63,8,0.0996
ZTF20abfadah,ZTF20abfadah_20200716_P200_v3.ascii,Ib,7,Ibn,6.63,7,0.0996
ZTF20abfadah,ZTF20abfadah_20200725_P60_v1.ascii,Ia,4,Ia-91T,5.03,4,0.2508
ZTF20abfadah,ZTF20abfadah_20200731_NOT_v1.ascii,Ic,5,Ibn,6.63,4,0.1025
ZTF20abfadah,ZTF20abfadah_20200816_NOT_v1.ascii,Ib,8,Ibn,11.43,8,0.1023
ZTF20abfadah,ZTF20abfadah_20200821_Keck1_v1.ascii,Ib,9,Ibn,12.63,8,0.1003
ZTF20abfadah,ZTF20abfadah_20201019_Keck1_v1.ascii,II,6,IIn,8.8,6,0.4439
ZTF20abfcrzj,ZTF20abfcrzj_20200621_P60_v1.ascii,Ib,7,Ib-norm,4.98,7,0.4819
ZTF20abfcrzj,ZTF20abfcrzj_20200621_P60_v2.ascii,II,6,II-norm,5.28,5,0.0351
ZTF20abfcrzj,ZTF20abfcrzj_20200630_P60_v1.ascii,Ic,9,Ic-norm,7.37,9,0.0652
ZTF20abfcrzj,ZTF20abfcrzj_20200630_P60_v2.ascii,Ia,5,Ia-02cx,5.9,3,0.4516
ZTF20abfcrzj,ZTF20abfcrzj_20200703_SALT_v1.ascii,Ic,7,Ic-BL,8.98,7,0.0398
ZTF20abfcrzj,ZTF20abfcrzj_20200710_LT_v1.ascii,Ia,3,Ia-norm,8.66,3,0.0438
ZTF20abfcshg,ZTF20abfcshg_20200619_P60_v1.ascii,Ia,10,Ia-norm,29.65,10,0.0377
ZTF20abfcsnk,ZTF20abfcsnk_20200622_P60_v1.ascii,Ia,8,Ia-91T,14.29,6,0.0967
ZTF20abfcszi,ZTF20abfcszi_20200715_P60_v1.ascii,Ib,2,Ib-norm,3.77,2,0.9671
ZTF20abfcszi,ZTF20abfcszi_20200729_LT_v1.ascii,Ic,8,Ic-SLSN,3.76,5,0.0866
ZTF20abfcszi,ZTF20abfcszi_20200729_LT_v2.ascii,Ic,10,Ic-BL,5.04,9,0.1463
ZTF20abfcszi,ZTF20abfcszi_20200731_NOT_v1.ascii,TDE,6,TDE,5.28,6,0.0498
ZTF20abfcszi,ZTF20abfcszi_20200819_DCT_v1.ascii,Ic,3,Ic-BL,6.68,3,0.154
ZTF20abfcszi,ZTF20abfcszi_20200819_DCT_v2.ascii,Ic,3,Ic-BL,6.69,3,0.154
ZTF20abfcszi,ZTF20abfcszi_20200819_DCT_v3.ascii,Ic,5,Ic-BL,4.97,5,0.1576
ZTF20abfehpe,ZTF20abfehpe_20200701_P60_v1.ascii,Ia,9,Ia-norm,7.67,8,0.1294
ZTF20abfehpe,ZTF20abfehpe_20200707_NOT_v1.ascii,II,3,II-norm,4.68,3,0.9263
ZTF20abfehpe,ZTF20abfehpe_20200710_P60_v2.ascii,Ic,6,Ic-BL,3.89,6,0.0581
ZTF20abfehpe,ZTF20abfehpe_20200716_P60_v1.ascii,II,6,IIb,6.19,5,0.0662
ZTF20abfemvr,ZTF20abfemvr_20200702_P60_v1.ascii,Ia,10,Ia-norm,11.99,10,0.0712
ZTF20abffaxl,ZTF20abffaxl_20200620_P60_v1.ascii,Gal,8,Gal,9.42,8,0.0437
ZTF20abffaxl,ZTF20abffaxl_20200620_P60_v2.ascii,Ia,7,Ia-norm,10.15,7,0.0479
ZTF20abfhway,ZTF20abfhway_20200619_P60_v1.ascii,Ia,8,Ia-norm,19.19,6,0.0464
ZTF20abfhyil,ZTF20abfhyil_20200617_FTN_v1.ascii,Ia,9,Ia-norm,5.12,8,0.5263
ZTF20abfhyil,ZTF20abfhyil_20200617_P60_v1.ascii,Ic,5,Ic-SLSN,4.0,4,0.1139
ZTF20abfhyil,ZTF20abfhyil_20210414_Keck1_v1.ascii,Ia,2,Ia-91bg,4.64,2,0.1655
ZTF20abfhyil,ZTF20abfhyil_20210414_Keck1_v2.ascii,Ib,3,Ibn,4.68,3,0.054
ZTF20abfhyil,ZTF20abfhyil_20210414_Keck1_v3.ascii,II,7,IIb,4.27,7,0.1359
ZTF20abfhyil,ZTF20abfhyil_20210414_Keck1_v4.ascii,Ia,9,Ia-91bg,6.24,6,0.171
ZTF20abfhzhm,ZTF20abfhzhm_20200703_P60_v1.ascii,Ia,9,Ia-91T,7.75,5,0.1072
ZTF20abfklsy,ZTF20abfklsy_20200617_P60_v1.ascii,II,16,II-norm,6.6,8,0.049
ZTF20abfklsy,ZTF20abfklsy_20200617_P60_v2.ascii,Ia,9,Ia-norm,11.43,9,0.0364
ZTF20abflpzy,ZTF20abflpzy_20200617_P60_v1.ascii,Ic,8,Ic-SLSN,3.46,8,0.1402
ZTF20abfqeef,ZTF20abfqeef_20200621_P60_v1.ascii,Ia,9,Ia-norm,12.09,9,0.0604
ZTF20abfsemq,ZTF20abfsemq_20200622_P60_v1.ascii,Ia,10,Ia-norm,19.39,8,0.0406
ZTF20abfxyco,ZTF20abfxyco_20200622_P60_v1.ascii,Gal,3,Gal,7.06,3,0.0252
ZTF20abfxyco,ZTF20abfxyco_20200707_P60_v1.ascii,II,8,II-norm,6.82,8,0.0255
ZTF20abfybms,ZTF20abfybms_20200622_P60_v1.ascii,Ia,11,Ia-norm,9.63,11,0.0699
ZTF20abfyriw,ZTF20abfyriw_20200618_P60_v1.ascii,Ia,9,Ia-norm,12.84,8,0.0396
ZTF20abgakbv,ZTF20abgakbv_20200702_P60_v1.ascii,Ia,9,Ia-norm,13.56,9,0.0794
ZTF20abgakbv,ZTF20abgakbv_20200702_P60_v2.ascii,Ia,10,Ia-norm,12.51,10,0.0795
ZTF20abgaovd,ZTF20abgaovd_20200703_P60_v1.ascii,Ia,7,Ia-norm,8.04,7,0.1032
ZTF20abgaovd,ZTF20abgaovd_20200703_P60_v2.ascii,Ic,4,Ia-norm,4.75,3,0.0796
ZTF20abgbdeh,ZTF20abgbdeh_20200619_P60_v1.ascii,Ia,9,Ia-norm,20.06,7,0.0573
ZTF20abgbfyk,ZTF20abgbfyk_20200630_P60_v1.ascii,Ia,9,Ia-norm,7.83,7,0.0762
ZTF20abgbiet,ZTF20abgbiet_20200625_P60_v1.ascii,Ia,9,Ia-norm,22.68,9,0.0497
ZTF20abgbuly,ZTF20abgbuly_20200620_P60_v1.ascii,Ib,9,Ib-norm,6.89,5,0.0143
ZTF20abgbuly,ZTF20abgbuly_20200624_P60_v1.ascii,Ic,6,Ic-norm,5.62,6,0.0162
ZTF20abgbuly,ZTF20abgbuly_20201201_P60_v1.ascii,II,8,II-norm,9.31,8,0.0137
ZTF20abgbuly,ZTF20abgbuly_20201206_NOT_v1.ascii,QSO,6,QSO,16.83,6,0.0147
ZTF20abgbuly,ZTF20abgbuly_20201207_P60_v1.ascii,Ib,4,Ib-norm,9.34,4,0.0533
ZTF20abgbuly,ZTF20abgbuly_20201207_P60_v2.ascii,AGN,3,AGN,9.26,3,0.0145
ZTF20abgbuly,ZTF20abgbuly_20210114_Keck1_v1.ascii,AGN,4,AGN,20.18,4,0.0141
ZTF20abgbvgl,ZTF20abgbvgl_20200621_P60_v1.ascii,Ia,8,Ia-norm,16.36,6,0.0599
ZTF20abgbvrf,ZTF20abgbvrf_20200723_P60_v1.ascii,Ia,3,Ia-norm,5.71,3,0.7267
ZTF20abgbwmt,ZTF20abgbwmt_20200624_P60_v1.ascii,Ia,9,Ia-norm,15.31,9,0.0355
ZTF20abgbxfm,ZTF20abgbxfm_20200622_P60_v1.ascii,Ia,10,Ia-norm,21.17,9,0.0714
ZTF20abgbxvb,ZTF20abgbxvb_20200622_P60_v1.ascii,Ic,9,Ic-BL,8.55,9,0.0332
ZTF20abgbxvb,ZTF20abgbxvb_20200625_P60_v1.ascii,Ic,6,Ib-norm,14.06,4,0.0178
ZTF20abgbxzn,ZTF20abgbxzn_20200630_P60_v1.ascii,Ia,10,Ia-norm,19.53,9,0.0612
ZTF20abgdspk,ZTF20abgdspk_20200715_P60_v1.ascii,Ia,10,Ia-norm,12.23,10,0.0671
ZTF20abgdspk,ZTF20abgdspk_20200715_P60_v2.ascii,Ia,7,Ia-norm,13.47,7,0.0673
ZTF20abgdtmv,ZTF20abgdtmv_20200623_P60_v1.ascii,Ia,10,Ia-norm,15.83,10,0.0705
ZTF20abgevcw,ZTF20abgevcw_20200703_P60_v1.ascii,Ia,4,Ia-91T,7.8,4,0.1051
