ZTF_Name,Version,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
ZTF18aajpjdi,ZTF18aajpjdi_20180425_P60_v1.ascii,Ia,8,Ia-norm,6.72,7,0.0676
ZTF18aajpjdi,ZTF18aajpjdi_20180427_LT_v1.ascii,Ia,9,Ia-norm,10.84,6,0.0963
ZTF18aajqcue,ZTF18aajqcue_20180516_LT_v2.ascii,Ia,8,Ia-91T,5.52,5,0.0796
ZTF18aajqcue,ZTF18aajqcue_20180516_P200_v1.ascii,II,6,IIb,5.58,6,0.2065
ZTF18aajqcue,ZTF18aajqcue_20180516_P200_v2.ascii,Ic,10,Ic-norm,8.05,6,0.2216
ZTF18aajqcue,ZTF18aajqcue_20180530_NOT_v1.ascii,Ia,5,Ia-norm,10.34,3,0.0727
ZTF18aajqcue,ZTF18aajqcue_20180609_P200_v1.ascii,Ia,5,Ia-91T,15.61,5,0.0721
ZTF18aajqcue,ZTF18aajqcue_20180609_P200_v3.ascii,Ic,7,Ic-norm,11.92,7,0.0779
ZTF18aajqcue,ZTF18aajqcue_20180610_LT_v1.ascii,Ia,6,Ia-norm,8.18,4,0.0794
ZTF18aajqcue,ZTF18aajqcue_20180625_NOT_v1.ascii,Ic,7,Ic-norm,11.2,7,0.0808
ZTF18aajqcue,ZTF18aajqcue_20180717_P200_v1.ascii,Ic,10,Ic-BL,8.34,7,0.0891
ZTF18aajqcue,ZTF18aajqcue_20190104_Keck1_v1.ascii,Ib,8,Ib-norm,7.29,8,0.4727
ZTF18aajqcue,ZTF18aajqcue_20190304_Keck1_v1.ascii,II,5,IIb,5.54,5,1.0303
ZTF18aajqcue,ZTF18aajqcue_20190427_P200_v1.ascii,Ic,3,Ic-norm,3.06,3,1.006
ZTF18aajrwju,ZTF18aajrwju_20180605_P60_v1.ascii,AGN,9,AGN,28.46,9,0.157
ZTF18aajswer,ZTF18aajswer_20180722_P60_v1.ascii,AGN,8,AGN,24.01,8,0.0675
ZTF18aajtlbf,ZTF18aajtlbf_20180420_P200_v1.ascii,Ia,11,Ia-91bg,24.14,9,0.028
ZTF18aajupnt,ZTF18aajupnt_20180612_P200_v1.ascii,TDE,6,TDE,11.79,6,0.0347
ZTF18aajupnt,ZTF18aajupnt_20180722_P60_v1.ascii,TDE,8,TDE,9.95,8,0.0371
ZTF18aajupnt,ZTF18aajupnt_20180807_Keck1_v1.ascii,AGN,8,AGN,11.67,8,0.0366
ZTF18aajupnt,ZTF18aajupnt_20180812_P60_v1.ascii,TDE,9,TDE,12.12,9,0.035
ZTF18aajupnt,ZTF18aajupnt_20180812_P60_v2.ascii,Ic,8,Ic-SLSN,6.37,8,0.7579
ZTF18aajupnt,ZTF18aajupnt_20180821_Gemini_N_v1.ascii,Gal,6,Gal,10.73,6,0.0369
ZTF18aajupnt,ZTF18aajupnt_20180913_DCT_v1.ascii,II,8,IIn,5.81,6,0.0377
ZTF18aajupnt,ZTF18aajupnt_20190502_DCT_v1.ascii,Gal,4,Gal,5.81,4,0.0355
ZTF18aajupnt,ZTF18aajupnt_20190629_DCT_v2.ascii,Gal,3,Gal,5.62,3,0.0341
ZTF18aajvgel,ZTF18aajvgel_20180916_P60_v1.ascii,Gal,7,Gal,7.12,7,0.0286
ZTF18aakaaza,ZTF18aakaaza_20180513_DCT_v1.ascii,Ia,9,Ia-norm,6.24,8,0.0613
ZTF18aakaljn,ZTF18aakaljn_20180421_Ekar_v1.ascii,Ia,6,Ia-91T,14.43,3,0.0665
ZTF18aakctzv,ZTF18aakctzv_20180612_P200_v1.ascii,Gal,9,Gal,13.5,9,0.0213
ZTF18aakecej,ZTF18aakecej_20180426_P60_v1.ascii,Ib,3,Ib-norm,8.48,3,0.761
ZTF18aakecej,ZTF18aakecej_20180426_P60_v2.ascii,Ia,5,Ia-norm,5.23,3,0.0559
ZTF18aakehpc,ZTF18aakehpc_20181010_P200_v1.ascii,Ic,6,Ic-SLSN,3.68,6,1.1797
ZTF18aakfabl,ZTF18aakfabl_20181105_P60_v1.ascii,Gal,5,Gal,9.67,5,0.0345
ZTF18aakfabl,ZTF18aakfabl_20181115_P60_v1.ascii,Gal,19,Gal,11.74,19,0.0351
ZTF18aakfabl,ZTF18aakfabl_20181115_P60_v3.ascii,Gal,5,Gal,14.74,5,0.0345
ZTF18aakfabl,ZTF18aakfabl_20181201_Keck1_v1.ascii,Gal,7,Gal,28.0,7,0.0352
ZTF18aakgzot,ZTF18aakgzot_20180601_P60_v1.ascii,Ia,7,Ia-91T,6.9,7,0.0329
ZTF18aakiwbs,ZTF18aakiwbs_20200415_P60_v1.ascii,Ia,8,Ia-norm,12.89,8,0.0652
ZTF18aakkrjm,ZTF18aakkrjm_20200425_P60_v1.ascii,Ic,7,Ic-BL,8.58,7,0.0435
ZTF18aakkrjm,ZTF18aakkrjm_20200425_P60_v1.ascii,Ic,7,Ic-BL,8.58,7,0.0435
ZTF18aakkrjm,ZTF18aakkrjm_20200426_LT_v1.ascii,Ic,5,Ic-norm,11.82,5,0.032
ZTF18aakkrjm,ZTF18aakkrjm_20200426_LT_v1.ascii,Ic,5,Ic-norm,11.82,5,0.032
ZTF18aaklpdo,ZTF18aaklpdo_20181110_P60_v1.ascii,Ia,10,Ia-norm,11.36,8,0.0485
ZTF18aaknyrs,ZTF18aaknyrs_20191101_P60_v1.ascii,Ib,2,Ib-norm,6.61,2,0.6798
ZTF18aakrnvd,ZTF18aakrnvd_20180517_NOT_v1.ascii,AGN,5,AGN,14.1,5,0.0444
ZTF18aakrnvd,ZTF18aakrnvd_20180517_P200_v1.ascii,QSO,3,QSO,9.65,3,0.0437
ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v1.ascii,Ic,5,Ic-SLSN,5.72,5,0.3035
ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v2.ascii,TDE,6,TDE,5.17,6,0.0475
ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v3.ascii,Ia,9,Ia-norm,7.81,8,0.5368
ZTF18aakrnvd,ZTF18aakrnvd_20180517_P60_v4.ascii,Ic,4,Ic-BL,6.48,4,0.2958
ZTF18aakrnvd,ZTF18aakrnvd_20180518_P60_v1.ascii,Ic,8,Ic-BL,4.14,7,0.5807
ZTF18aakzliv,ZTF18aakzliv_20180516_P200_v1.ascii,Ia,11,Ia-norm,21.42,11,0.0891
ZTF18aalbpll,ZTF18aalbpll_20180517_P200_v1.ascii,II,10,II-norm,19.28,8,0.0251
ZTF18aalcxig,ZTF18aalcxig_20180516_P200_v1.ascii,Ia,11,Ia-norm,23.45,9,0.0745
ZTF18aalpdyt,ZTF18aalpdyt_20180524_P60_v1.ascii,Ia,6,Ia-csm,6.69,5,0.2594
ZTF18aamftst,ZTF18aamftst_20180615_P60_v1.ascii,II,11,IIn,16.83,11,0.0458
ZTF18aamgcbt,ZTF18aamgcbt_20180802_P60_v1.ascii,Ic,8,Ic-BL,7.32,7,0.1764
ZTF18aamgcbt,ZTF18aamgcbt_20180802_P60_v2.ascii,Ic,6,Ic-BL,4.78,3,0.292
ZTF18aamigmk,ZTF18aamigmk_20180421_Ekar_v1.ascii,Ia,10,Ia-norm,11.35,9,0.035
ZTF18aamigmk,ZTF18aamigmk_20180608_P60_v1.ascii,Ia,11,Ia-norm,17.85,11,0.0213
ZTF18aammlba,ZTF18aammlba_20180919_P60_v1.ascii,II,11,II-norm,6.66,6,0.0116
ZTF18aamsgjq,ZTF18aamsgjq_20181201_Keck1_v1.ascii,Ic,7,Ic-SLSN,5.98,5,0.7363
ZTF18aamsgjq,ZTF18aamsgjq_20181201_Keck1_v3.ascii,Ia,8,Ia-norm,8.11,7,0.0588
ZTF18aamxzjx,ZTF18aamxzjx_20180818_P60_v1.ascii,AGN,7,AGN,34.91,7,0.0786
ZTF18aamyexb,ZTF18aamyexb_20180524_P60_v1.ascii,AGN,8,AGN,27.01,8,0.0454
ZTF18aangpkx,ZTF18aangpkx_20200514_LT_v1.ascii,Ia,9,Ia-norm,6.42,7,0.0693
ZTF18aanlzzf,ZTF18aanlzzf_20191020_P60_v1.ascii,Gal,6,Gal,9.93,6,0.2345
ZTF18aannern,ZTF18aannern_20210213_LT_v1.ascii,Ia,6,Ia-norm,9.57,6,0.0292
ZTF18aansqun,ZTF18aansqun_20180713_P60_v1.ascii,Ic,6,Ic-SLSN,5.59,6,0.5119
ZTF18aansqun,ZTF18aansqun_20180713_P60_v2.ascii,Ia,8,Ia-91T,4.7,4,0.0682
ZTF18aanygjk,ZTF18aanygjk_20190611_P60_v1.ascii,Ic,1,Ic-norm,6.11,1,0.738
ZTF18aanygjk,ZTF18aanygjk_20190617_P60_v1.ascii,Ic,1,Ic-norm,6.52,1,0.7425
ZTF18aanygjk,ZTF18aanygjk_20190703_P60_v1.ascii,Ic,5,Ic-norm,8.21,5,0.1033
ZTF18aaodnxt,ZTF18aaodnxt_20180509_P60_v1.ascii,II,1,Ib-norm,6.93,1,0.9032
ZTF18aaodnxt,ZTF18aaodnxt_20180509_P60_v2.ascii,Ia,5,Ia-91bg,12.11,5,0.0447
ZTF18aaodnxt,ZTF18aaodnxt_20180516_P200_v1.ascii,Ia,7,Ia-91bg,11.22,7,0.0396
ZTF18aaoecso,ZTF18aaoecso_20180606_P60_v1.ascii,TDE,8,TDE,5.7,8,0.0514
ZTF18aaojsvk,ZTF18aaojsvk_20180614_P60_v1.ascii,AGN,8,AGN,19.98,8,0.0644
ZTF18aaotzhu,ZTF18aaotzhu_20180506_NTT_v1.ascii,Ia,11,Ia-norm,19.54,11,0.0689
ZTF18aaotzhu,ZTF18aaotzhu_20180519_P60_v1.ascii,Ia,9,Ia-91T,8.63,4,0.0527
ZTF18aaoufjt,ZTF18aaoufjt_20190604_P200_v2.ascii,Ia,6,Ia-norm,10.05,6,0.0278
ZTF18aaoufjt,ZTF18aaoufjt_20190626_P60_v1.ascii,II,1,IIb,6.09,1,0.7185
ZTF18aaoufjt,ZTF18aaoufjt_20190626_P60_v2.ascii,Ic,8,Ic-norm,5.19,8,0.0247
ZTF18aaoufjt,ZTF18aaoufjt_20190704_Keck1_v1.ascii,Ia,11,Ia-norm,11.35,10,0.043
ZTF18aaoufjt,ZTF18aaoufjt_20200826_P200_v1.ascii,II,6,IIb,4.97,6,0.4896
ZTF18aaovbiy,ZTF18aaovbiy_20180509_P60_v1.ascii,Ia,9,Ia-91T,9.28,5,0.0724
ZTF18aaoxrup,ZTF18aaoxrup_20200415_P60_v1.ascii,Ia,10,Ia-norm,8.58,10,0.0422
ZTF18aaoxryq,ZTF18aaoxryq_20180807_P60_v1.ascii,Ia,9,Ia-91T,9.03,7,0.094
ZTF18aapgrxo,ZTF18aapgrxo_20180530_P60_v1.ascii,Ic,3,Ic-norm,7.11,3,0.6427
ZTF18aapgrxo,ZTF18aapgrxo_20180531_NOT_v1.ascii,Ic,9,Ic-SLSN,6.33,9,0.2808
ZTF18aapgrxo,ZTF18aapgrxo_20180612_P200_v1.ascii,Ic,8,Ic-SLSN,8.79,8,0.2724
ZTF18aapgrxo,ZTF18aapgrxo_20180617_Keck1_v1.ascii,Ic,8,Ic-SLSN,7.73,8,0.2706
ZTF18aapgrxo,ZTF18aapgrxo_20180627_P60_v1.ascii,Ia,4,Ia-norm,6.32,4,0.2842
ZTF18aapgrxo,ZTF18aapgrxo_20180712_Keck1_v1.ascii,Ic,17,Ic-BL,8.19,14,0.2833
ZTF18aapgrxo,ZTF18aapgrxo_20190406_Keck1_v1.ascii,Gal,6,Gal,5.89,6,0.2738
ZTF18aapgrxo,ZTF18aapgrxo_20190702_Keck1_v1.ascii,Gal,5,Gal,10.91,5,0.2736
ZTF18aapictz,ZTF18aapictz_20180517_P200_v1.ascii,Ia,11,Ia-02cx,8.95,6,0.0742
ZTF18aapictz,ZTF18aapictz_20180517_P60_v1.ascii,Ic,4,Ic-BL,7.16,4,0.4565
ZTF18aapifti,ZTF18aapifti_20180511_P60_v1.ascii,Ic,5,Ia-norm,4.93,4,0.1376
ZTF18aapxjzs,ZTF18aapxjzs_20180516_P200_v1.ascii,Ia,5,Ia-norm,10.68,5,0.0653
ZTF18aapxjzs,ZTF18aapxjzs_20180612_P200_v1.ascii,Ic,8,Ic-BL,5.54,8,0.5773
ZTF18aapzqup,ZTF18aapzqup_20180624_P60_v1.ascii,AGN,11,AGN,25.54,11,0.0635
ZTF18aapzqup,ZTF18aapzqup_20180720_P60_v1.ascii,AGN,10,AGN,28.05,10,0.0637
ZTF18aaqbzfc,ZTF18aaqbzfc_20180508_P200_v1.ascii,II,7,II-norm,15.42,7,0.0418
ZTF18aaqceqh,ZTF18aaqceqh_20191213_P60_v1.ascii,Gal,5,Gal,6.89,5,0.045
ZTF18aaqceqh,ZTF18aaqceqh_20191223_Keck1_v1.ascii,Gal,10,Gal,18.9,10,0.044
ZTF18aaqcqvr,ZTF18aaqcqvr_20180509_LT_v1.ascii,Ia,6,Ia-norm,4.49,6,0.2747
ZTF18aaqcqvr,ZTF18aaqcqvr_20180510_P60_v2.ascii,Ia,10,Ia-norm,11.9,10,0.0638
ZTF18aaqcqvr,ZTF18aaqcqvr_20180516_LT_v1.ascii,Ia,9,Ia-norm,8.54,7,0.084
ZTF18aaqcugm,ZTF18aaqcugm_20180508_LT_v1.ascii,Ia,10,Ia-norm,11.75,10,0.0693
ZTF18aaqcugm,ZTF18aaqcugm_20180508_P60_v1.ascii,Ia,10,Ia-norm,6.84,10,0.0577
ZTF18aaqcugm,ZTF18aaqcugm_20180509_P60_v1.ascii,Ia,11,Ia-norm,13.17,11,0.0568
ZTF18aaqduja,ZTF18aaqduja_20180612_P60_v1.ascii,AGN,4,AGN,13.24,4,0.0991
ZTF18aaqeasu,ZTF18aaqeasu_20180508_P200_v1.ascii,Ic,7,Ic-norm,7.02,7,0.0093
ZTF18aaqeasu,ZTF18aaqeasu_20180508_P200_v2.ascii,Ia,5,Ib-norm,5.99,4,0.0542
ZTF18aaqeasu,ZTF18aaqeasu_20180514_Keck1_v1.ascii,II,4,IIb,10.3,3,0.7696
ZTF18aaqeasu,ZTF18aaqeasu_20180517_P200_v1.ascii,II,4,II-norm,5.37,4,0.9743
ZTF18aaqeasu,ZTF18aaqeasu_20180517_P200_v2.ascii,Ia,5,Ia-csm,6.22,5,0.4286
ZTF18aaqeasu,ZTF18aaqeasu_20180528_P60_v1.ascii,Ib,3,Ib-norm,5.29,3,0.5022
ZTF18aaqeasu,ZTF18aaqeasu_20180531_DCT_v1.ascii,Ic,8,Ic-BL,5.23,8,0.254
ZTF18aaqeasu,ZTF18aaqeasu_20180608_P200_v2.ascii,Ic,3,Ic-BL,8.7,2,0.9081
ZTF18aaqeasu,ZTF18aaqeasu_20180617_Keck1_v1.ascii,II,5,LBV,7.8,5,0.4242
ZTF18aaqeasu,ZTF18aaqeasu_20180713_Keck1_v1.ascii,II,4,II-norm,12.31,2,0.4361
ZTF18aaqedfj,ZTF18aaqedfj_20180517_P200_v1.ascii,Ia,10,Ia-norm,21.35,6,0.0661
ZTF18aaqedfj,ZTF18aaqedfj_20180517_P200_v2.ascii,Ia,9,Ia-norm,21.35,8,0.0661
ZTF18aaqehoc,ZTF18aaqehoc_20180509_P60_v1.ascii,Ia,6,Ia-91bg,7.69,6,0.293
ZTF18aaqehoc,ZTF18aaqehoc_20180513_DCT_v1.ascii,Ia,9,Ia-norm,19.65,8,0.059
ZTF18aaqfqaa,ZTF18aaqfqaa_20180509_P60_v1.ascii,II,2,Ic-norm,6.64,2,0.0615
ZTF18aaqfqaa,ZTF18aaqfqaa_20180510_P60_v1.ascii,Ia,3,Ia-norm,4.28,3,0.5918
ZTF18aaqgadq,ZTF18aaqgadq_20180516_P200_v1.ascii,Ia,10,Ia-norm,20.11,10,0.0731
ZTF18aaqgadq,ZTF18aaqgadq_20180516_P60_v1.ascii,Ia,14,Ia-91T,10.37,8,0.0697
ZTF18aaqgbju,ZTF18aaqgbju_20180612_P200_v1.ascii,Ia,8,Ia-02cx,6.55,5,0.2877
ZTF18aaqiivp,ZTF18aaqiivp_20180804_P60_v1.ascii,AGN,6,AGN,31.4,6,0.0436
ZTF18aaqiivp,ZTF18aaqiivp_20180804_P60_v2.ascii,AGN,5,AGN,15.71,5,0.0435
ZTF18aaqikyu,ZTF18aaqikyu_20180920_P60_v1.ascii,Ib,3,Ib-norm,5.0,3,0.7885
ZTF18aaqjhqz,ZTF18aaqjhqz_20180522_P200_v1.ascii,Ia,10,Ia-norm,20.22,9,0.1012
ZTF18aaqjovh,ZTF18aaqjovh_20180509_P60_v1.ascii,Ic,3,Ic-BL,6.12,3,0.3353
ZTF18aaqjovh,ZTF18aaqjovh_20180514_Keck1_v1.ascii,Ic,5,Ic-BL,5.54,5,0.6426
ZTF18aaqjovh,ZTF18aaqjovh_20180515_NOT_v1.ascii,Ic,8,Ic-SLSN,7.49,8,0.3858
ZTF18aaqjovh,ZTF18aaqjovh_20180608_P200_v1.ascii,Ic,9,Ic-BL,8.16,6,0.0378
ZTF18aaqjovh,ZTF18aaqjovh_20180807_Keck1_v1.ascii,Ib,5,Ib-norm,16.84,5,0.048
ZTF18aaqkcso,ZTF18aaqkcso_20190513_P60_v1.ascii,Ia,10,Ia-norm,16.12,10,0.0092
ZTF18aaqkdwf,ZTF18aaqkdwf_20180723_P60_v1.ascii,Ic,5,Ic-norm,8.69,5,0.0902
ZTF18aaqkdwf,ZTF18aaqkdwf_20180912_P200_v2.ascii,Gal,5,Gal,15.48,5,0.0913
ZTF18aaqkdwu,ZTF18aaqkdwu_20190514_P60_v1.ascii,II,7,II-norm,6.88,5,0.0624
ZTF18aaqkdwu,ZTF18aaqkdwu_20190514_P60_v2.ascii,Gal,6,Gal,13.22,6,0.0604
ZTF18aaqkjuw,ZTF18aaqkjuw_20181117_P60_v1.ascii,Ia,37,Ia-csm,10.23,23,0.0894
ZTF18aaqkoyr,ZTF18aaqkoyr_20180507_P200_v1.ascii,Ic,11,Ic-BL,6.96,11,0.3033
ZTF18aaqkoyr,ZTF18aaqkoyr_20180508_P60_v1.ascii,Ib,4,Ib-norm,6.59,4,0.291
ZTF18aaqkqxi,ZTF18aaqkqxi_20180517_P200_v1.ascii,Ia,9,Ia-norm,17.69,7,0.0788
ZTF18aaqpjja,ZTF18aaqpjja_20180522_P200_v1.ascii,Ia,10,Ia-norm,22.04,9,0.0593
ZTF18aaqpkvx,ZTF18aaqpkvx_20180522_P200_v1.ascii,Ic,6,Ic-norm,6.41,6,0.0975
ZTF18aaqqhis,ZTF18aaqqhis_20180514_Keck1_v1.ascii,Ia,8,Ia-norm,10.14,7,0.0556
ZTF18aaqqhis,ZTF18aaqqhis_20180516_P60_v1.ascii,Ia,9,Ia-91T,8.38,9,0.0508
ZTF18aaqqoqs,ZTF18aaqqoqs_20180510_APO_v1.ascii,Gal,7,Gal,7.33,7,0.0787
ZTF18aaqqoqs,ZTF18aaqqoqs_20180517_P200_v1.ascii,Ia,11,Ia-91T,17.53,9,0.0817
ZTF18aaqrxza,ZTF18aaqrxza_20181220_P60_v1.ascii,Gal,9,Gal,10.9,9,0.0287
ZTF18aaqskoy,ZTF18aaqskoy_20180519_P60_v1.ascii,Gal,5,Gal,9.51,5,0.3068
ZTF18aaqskoy,ZTF18aaqskoy_20180520_P60_v1.ascii,Ia,8,Ia-norm,4.7,6,0.0919
ZTF18aaqvuhl,ZTF18aaqvuhl_20200103_P60_v1.ascii,Ia,7,Ia-02cx,7.07,7,0.4436
ZTF18aaqznkg,ZTF18aaqznkg_20180510_P60_v1.ascii,II,5,IIb,5.04,5,0.4813
ZTF18aaqznkg,ZTF18aaqznkg_20180510_P60_v2.ascii,II,5,II-norm,4.13,3,0.3285
ZTF18aaqznkg,ZTF18aaqznkg_20180514_Keck1_v1.ascii,Gal,5,Gal,5.86,5,-0.0006
ZTF18aaraifg,ZTF18aaraifg_20180510_P60_v1.ascii,II,7,IIb,4.95,7,0.0479
ZTF18aaraifg,ZTF18aaraifg_20180514_LT_v1.ascii,II,4,IIb,3.78,4,0.2594
ZTF18aaraifg,ZTF18aaraifg_20180517_P200_v1.ascii,LBV,5,LBV,6.56,5,0.0
ZTF18aarasof,ZTF18aarasof_20180601_P60_v1.ascii,Gal,5,Gal,6.09,5,0.0425
ZTF18aarasof,ZTF18aarasof_20180626_P60_v1.ascii,Gal,5,Gal,8.5,5,0.0403
ZTF18aarasof,ZTF18aarasof_20180712_Keck1_v1.ascii,AGN,6,AGN,17.83,6,0.0419
ZTF18aarbaba,ZTF18aarbaba_20200619_P60_v1.ascii,Ic,4,Ic-BL,6.52,4,0.5572
ZTF18aarbaba,ZTF18aarbaba_20200625_P60_v1.ascii,Ic,4,Ic-BL,5.84,4,0.2854
ZTF18aarbaba,ZTF18aarbaba_20200630_P60_v1.ascii,TDE,6,TDE,5.83,6,0.0548
ZTF18aarbgrh,ZTF18aarbgrh_20180525_P60_v1.ascii,II,7,II-norm,9.29,7,0.084
ZTF18aarbify,ZTF18aarbify_20180519_P60_v1.ascii,Ia,9,Ia-norm,9.34,5,0.086
ZTF18aarbixk,ZTF18aarbixk_20180521_P60_v2.ascii,Ia,2,Ia-norm,4.98,2,0.2884
ZTF18aarcchg,ZTF18aarcchg_20180516_P200_v1.ascii,Gal,4,Gal,7.85,4,-0.0018
ZTF18aarcchg,ZTF18aarcchg_20180520_P60_v1.ascii,Gal,4,Gal,9.65,4,0.0332
ZTF18aarcchg,ZTF18aarcchg_20180530_LT_v1.ascii,Gal,9,Gal,9.56,9,0.035
ZTF18aarcygc,ZTF18aarcygc_20180517_P200_v1.ascii,Ia,9,Ia-norm,19.9,8,0.0922
ZTF18aarcypa,ZTF18aarcypa_20180516_P60_v1.ascii,Ia,7,Ia-norm,9.98,7,0.0304
ZTF18aardpmx,ZTF18aardpmx_20190315_P200_v1.ascii,Gal,8,Gal,62.39,8,0.0464
ZTF18aarikzk,ZTF18aarikzk_20200424_P60_v1.ascii,Ia,8,Ia-norm,8.74,8,0.0582
ZTF18aarlpzd,ZTF18aarlpzd_20200402_Ekar_v1.ascii,Gal,8,Gal,24.04,8,0.0095
ZTF18aarlpzd,ZTF18aarlpzd_20200417_P60_v2.ascii,Gal,7,Gal,18.15,7,0.0104
ZTF18aarlpzd,ZTF18aarlpzd_20200426_LT_v1.ascii,Gal,9,Gal,23.81,9,0.0103
ZTF18aarlpzd,ZTF18aarlpzd_20200426_LT_v2.ascii,Gal,6,Gal,23.87,6,0.0103
ZTF18aarlukc,ZTF18aarlukc_20190607_P60_v1.ascii,Ia,8,Ia-norm,12.62,5,0.0611
ZTF18aaroihe,ZTF18aaroihe_20180519_P60_v1.ascii,Ia,10,Ia-norm,19.74,9,0.0453
ZTF18aaroihe,ZTF18aaroihe_20180519_P60_v2.ascii,Ia,10,Ia-norm,17.6,10,0.0448
ZTF18aartjmf,ZTF18aartjmf_20180730_P60_v1.ascii,Ic,6,Ic-norm,5.97,6,0.0921
ZTF18aartjmf,ZTF18aartjmf_20180730_P60_v2.ascii,Ia,3,Ia-norm,7.01,3,0.1007
ZTF18aartjod,ZTF18aartjod_20200627_P60_v1.ascii,TDE,9,TDE,7.58,9,0.0353
ZTF18aartjod,ZTF18aartjod_20200627_P60_v2.ascii,TDE,10,TDE,7.92,10,0.0368
ZTF18aartjod,ZTF18aartjod_20200716_P200_v1.ascii,Gal,10,Gal,13.59,10,0.0327
ZTF18aartjod,ZTF18aartjod_20200716_P200_v3.ascii,Gal,9,Gal,13.59,9,0.0327
ZTF18aarunub,ZTF18aarunub_20191019_P60_v1.ascii,Ia,9,Ia-norm,14.31,9,0.0421
ZTF18aarvcmx,ZTF18aarvcmx_20180822_P60_v1.ascii,II,5,IIn,4.91,5,0.061
ZTF18aarwxum,ZTF18aarwxum_20190727_P60_v1.ascii,Ic,4,Ic-SLSN,26.1,4,0.2627
ZTF18aarwxum,ZTF18aarwxum_20190727_P60_v2.ascii,Ia,9,Ia-norm,9.09,6,0.1049
ZTF18aarxzmv,ZTF18aarxzmv_20180608_P60_v1.ascii,Ia,11,Ia-norm,18.18,8,0.07
ZTF18aarymnz,ZTF18aarymnz_20180424_P60_v1.ascii,Ia,10,Ia-norm,21.43,6,0.02
ZTF18aasdted,ZTF18aasdted_20180516_P200_v1.ascii,Ia,9,Ia-norm,17.59,7,0.0143
ZTF18aasdted,ZTF18aasdted_20180518_P60_v1.ascii,Ia,10,Ia-norm,14.49,8,0.0289
ZTF18aaslhxt,ZTF18aaslhxt_20180518_P60_v1.ascii,Ia,9,Ia-norm,8.6,6,0.0752
ZTF18aaslhxt,ZTF18aaslhxt_20180523_LT_v1.ascii,Ia,11,Ia-norm,28.6,11,0.0591
ZTF18aaslhxt,ZTF18aaslhxt_20180616_P200_v1.ascii,Ia,8,Ia-91T,12.44,6,0.0569
ZTF18aasprui,ZTF18aasprui_20180804_P200_v1.ascii,Ia,4,Ia-norm,14.37,4,0.0414
ZTF18aasprui,ZTF18aasprui_20180818_P60_v1.ascii,Ia,9,Ia-norm,29.1,9,0.0409
ZTF18aasrssa,ZTF18aasrssa_20180530_P60_v1.ascii,Ia,4,Ia-norm,5.28,4,0.0468
ZTF18aassbst,ZTF18aassbst_20190614_P60_v1.ascii,AGN,6,AGN,13.77,6,0.0447
ZTF18aasszwr,ZTF18aasszwr_20181203_P60_v1.ascii,AGN,8,AGN,11.35,8,0.1653
ZTF18aasszwr,ZTF18aasszwr_20191105_DCT_v1.ascii,Gal,7,Gal,10.71,7,0.1458
ZTF18aasufva,ZTF18aasufva_20180621_P200_v2.ascii,II,7,II-norm,5.83,6,0.0823
ZTF18aasuray,ZTF18aasuray_20180621_DCT_v1.ascii,II,6,II-norm,10.56,6,0.0375
ZTF18aasuray,ZTF18aasuray_20201206_DCT_v1.ascii,TDE,5,TDE,9.28,5,0.0348
ZTF18aasxguy,ZTF18aasxguy_20181227_P200_v1.ascii,Gal,6,Gal,8.58,6,0.0238
ZTF18aasxvsg,ZTF18aasxvsg_20180520_P60_v1.ascii,Ia,7,Ia-csm,7.49,6,0.4551
ZTF18aasycpd,ZTF18aasycpd_20180602_P60_v1.ascii,Ib,7,Ib-norm,8.22,4,0.0533
ZTF18aataafd,ZTF18aataafd_20180524_P60_v1.ascii,Ia,10,Ia-norm,14.66,10,0.0761
ZTF18aathgma,ZTF18aathgma_20181112_P60_v1.ascii,Ic,8,Ic-SLSN,6.21,8,0.0098
ZTF18aathgma,ZTF18aathgma_20181112_P60_v2.ascii,Ia,5,Ia-91T,4.6,3,0.6984
ZTF18aatjlhe,ZTF18aatjlhe_20181121_P60_v1.ascii,II,8,II-norm,9.5,5,0.0308
ZTF18aatlfus,ZTF18aatlfus_20180517_P60_v1.ascii,TDE,4,TDE,5.24,4,0.4151
ZTF18aatlfus,ZTF18aatlfus_20180518_P60_v1.ascii,Ib,6,IIb,6.3,5,0.5
ZTF18aatrkga,ZTF18aatrkga_20200816_LT_v1.ascii,Ia,9,Ia-norm,13.67,9,0.0203
ZTF18aatxsvu,ZTF18aatxsvu_20180615_P60_v1.ascii,QSO,4,QSO,9.78,4,0.0923
ZTF18aatyqds,ZTF18aatyqds_20180518_P60_v1.ascii,Ic,4,Ic-BL,5.81,4,0.6856
ZTF18aatyqds,ZTF18aatyqds_20180519_APO_v1.ascii,II,8,IIb,5.56,5,0.0368
ZTF18aatyqds,ZTF18aatyqds_20180716_P60_v1.ascii,II,9,II-norm,15.91,9,0.0223
ZTF18aatzygk,ZTF18aatzygk_20180521_DCT_v1.ascii,Ia,10,Ia-norm,10.71,6,0.0768
ZTF18aauebur,ZTF18aauebur_20180804_P60_v1.ascii,Ic,6,Ic-SLSN,3.3,6,0.2601
