,Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av,ZTF_Name,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
10032,ZTF20acfdmex_20201011_P60_v2.ascii,ZTF20acfdmex_20201011_P60_v2_10,II,0.017556,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.64626163,0.35373837,8.0,2.0,ZTF20acfdmex,II,7,II-norm,9.94,7,0.0194
10033,ZTF20acfdmmk_20200930_P60_v1.ascii,ZTF20acfdmmk_20200930_P60_v1_10,TDE H+He,0.0311025,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.31880865,0.6811913,9.906065,2.0,ZTF20acfdmmk,Ib,4,Ib-norm,5.03,4,0.4947
10034,ZTF20acfkkyf_20201010_P60_v1.ascii,ZTF20acfkkyf_20201010_P60_v1_10,Ia-norm,0.0546,Ia-norm/2015N/KAST+2457226.89,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.46035057,0.5396494,5.39,2.0,ZTF20acfkkyf,Ia,10,Ia-norm,17.46,9,0.0607
10035,ZTF20acfkyll_20201002_LT_v1.ascii,ZTF20acfkyll_20201002_LT_v1_10,IIn,0.021238,IIn/2010jl/DEIMOS+2455508.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.21564855,0.78435147,20.650995,-0.2,ZTF20acfkyll,Gal,10,Gal,8.28,10,0.0206
10036,ZTF20acfkyll_20201003_P60_v1.ascii,ZTF20acfkyll_20201003_P60_v1_10,ILRT,0.019684,ILRT/PTF10fqs/HET-LRS+2455319.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.44995826,0.55004174,6.0,-2.0,ZTF20acfkyll,Gal,6,Gal,7.02,6,0.0197
10037,ZTF20acfkyll_20201021_P200_v1.ascii,ZTF20acfkyll_20201021_P200_v1_10,II,0.021238,II/2016esw/KAST+2457641.7019907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.6025911,0.39740893,27.502632,-0.8,ZTF20acfkyll,II,11,IIb,13.96,8,0.0363
10038,ZTF20acfkzcg_20200929_P60_v1.ascii,ZTF20acfkzcg_20200929_P60_v1_10,IIn,0.01917775,IIn/2010jl/DEIMOS+2455508.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.27057076,0.72942924,20.650995,-1.6,ZTF20acfkzcg,Gal,5,Gal,4.73,5,0.0194
10039,ZTF20acfkzcg_20200929_P60_v2.ascii,ZTF20acfkzcg_20200929_P60_v2_10,IIn,0.01871,IIn/2010jl/DEIMOS+2455508.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.2633801,0.7366199,20.650995,-0.8,ZTF20acfkzcg,QSO,6,QSO,5.2,6,0.0182
10040,ZTF20acfkzcg_20201002_LT_v1.ascii,ZTF20acfkzcg_20201002_LT_v1_10,IIn,0.0196455,IIn/2010jl/DEIMOS+2455508.1509954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.14732711,0.8526729,20.650995,1.2,ZTF20acfkzcg,II,6,II-norm,9.05,6,0.0174
10041,ZTF20acfkzcg_20201111_P60_v1.ascii,ZTF20acfkzcg_20201111_P60_v1_10,II,0.0196455,II/2013ej/DEIMOS+2456545.9089931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.50447625,0.49552375,37.800774,-0.8,ZTF20acfkzcg,II,11,II-norm,14.33,7,0.0199
10042,ZTF20acflmyv_20201014_Keck1_v1.ascii,ZTF20acflmyv_20201014_Keck1_v1_10,Ia-norm,0.09785,Ia-norm/2011fe/STIS+2455818.1701389,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.94400096,0.055999056,2.8136833,0.2,ZTF20acflmyv,Ia,10,Ia-norm,21.05,10,0.0998
10043,ZTF20acflmyv_20201015_P60_v1.ascii,ZTF20acflmyv_20201015_P60_v1_10,Ia 99aa-like,0.09785,Ia 99aa-like/iPTF14bdn/YFOSC+2456833.1104167,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.9896059,0.010394078,10.219262,1.8,ZTF20acflmyv,Ia,8,Ia-norm,10.98,8,0.1022
10044,ZTF20acfnnxv_20201003_P60_v1.ascii,ZTF20acfnnxv_20201003_P60_v1_10,TDE H+He,0.033495,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.29862446,0.70137554,9.906065,2.0,ZTF20acfnnxv,Ia,6,Ic-SLSN,5.97,4,0.133
10045,ZTF20acfnqsh_20201004_P60_v1.ascii,ZTF20acfnqsh_20201004_P60_v1_10,IIb,0.07363,IIb/2013cu/LRIS+2456421.8784954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8037581,0.19624195,-0.6215046,2.0,ZTF20acfnqsh,Ia,9,Ia-91T,6.24,5,-0.0051
10046,ZTF20acfnuee_20201005_P60_v1.ascii,ZTF20acfnuee_20201005_P60_v1_10,TDE H+He,0.0585,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.46105272,0.5389473,9.906065,0.2,ZTF20acfnuee,Ia,7,Ia-norm,5.46,7,0.136
10047,ZTF20acfnuee_20201009_P60_v1.ascii,ZTF20acfnuee_20201009_P60_v1_10,Ia-norm,0.057,Ia-norm/2013dy/HET-LRS+2456506.74,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.10623501,0.893765,6.24,0.8,ZTF20acfnuee,Ia,9,Ia-norm,14.3,9,0.0558
10048,ZTF20acfqeve_20201020_P60_v1.ascii,ZTF20acfqeve_20201020_P60_v1_10,TDE H,0.1235,TDE H/ASASSN-14ae/MODS1+2456712.6947222,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.7046578,0.29534224,19.194723,-0.2,ZTF20acfqeve,AGN,7,AGN,10.05,7,0.128
10049,ZTF20acfqngt_20201013_P60_v1.ascii,ZTF20acfqngt_20201013_P60_v1_10,IIb,0.0153045,IIb/2008ax/AFOSC+2454553.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6195031,0.38049695,6.767852,-0.8,ZTF20acfqngt,Ib,10,Ib-norm,9.55,7,0.0121
10050,ZTF20acfqngt_20201018_P60_v1.ascii,ZTF20acfqngt_20201018_P60_v1_10,Ib,0.0169155,Ib/2014C/KAST+2456679.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.29386416,0.70613587,10.344098,1.2,ZTF20acfqngt,Ic,3,Ic-BL,8.59,3,0.0241
10051,ZTF20acfqngt_20201029_P60_v1.ascii,ZTF20acfqngt_20201029_P60_v1_10,Ib,0.0169155,Ib/2008D/KAST+2454525.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.20812711,0.79187286,36.433247,0.0,ZTF20acfqngt,Ib,6,Ib-norm,7.27,6,0.0197
10052,ZTF20acfqngt_20201104_P60_v1.ascii,ZTF20acfqngt_20201104_P60_v1_10,Ib,0.0169155,Ib/2008D/KAST+2454525.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.30891412,0.6910859,36.433247,2.0,ZTF20acfqngt,II,7,IIb,3.9,3,0.3503
10053,ZTF20acfqngt_20201120_Keck1_v1.ascii,ZTF20acfqngt_20201120_Keck1_v1_10,IIb,0.0169155,IIb/PS15bgt/KAST+2457258.8969907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.98757064,0.012429347,58.39699,-1.8,ZTF20acfqngt,Ib,9,IIb,14.97,6,0.012
10054,ZTF20acfucwr_20201001_LT_v1.ascii,ZTF20acfucwr_20201001_LT_v1_10,II,0.0001615,II/2013ej/HET-LRS+2456505.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22974867,0.77025133,-2.6082177,2.0,ZTF20acfucwr,LBV,5,LBV,12.88,5,-0.0011
10055,ZTF20acfucwr_20201003_P60_v1.ascii,ZTF20acfucwr_20201003_P60_v1_10,II,0.0001785,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6881475,0.31185254,8.0,2.0,ZTF20acfucwr,AGN,4,AGN,10.11,4,-0.0017
10056,ZTF20acfveoi_20200930_P60_v1.ascii,ZTF20acfveoi_20200930_P60_v1_10,Ic-BL,0.030305,Ic-BL/2006aj/FORS2+2453792.5159954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5937143,0.4062857,8.015995,2.0,ZTF20acfveoi,Ic,5,Ic-SLSN,4.51,5,0.6799
10057,ZTF20acfviac_20201003_LT_v1.ascii,ZTF20acfviac_20201003_LT_v1_10,Ia-norm,0.034675,Ia-norm/2017erp/KAST+2457924.7229977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.6421444,0.3578556,-10.692946,-1.8,ZTF20acfviac,Ia,7,Ia-norm,9.17,5,0.0378
10058,ZTF20acfviac_20201003_P60_v1.ascii,ZTF20acfviac_20201003_P60_v1_10,Ia-norm,0.038325,Ia-norm/2017erp/RSS+2457918.4306481,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.45647243,0.54352754,-16.985296,1.8,ZTF20acfviac,Ic,5,Ic-SLSN,4.25,5,0.9532
10059,ZTF20acfviac_20201003_P60_v2.ascii,ZTF20acfviac_20201003_P60_v2_10,Ia-norm,0.038325,Ia-norm/2009ig/KAST+2455072.03,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.43728954,0.56271046,-7.7807155,2.0,ZTF20acfviac,Ic,5,Ic-SLSN,7.57,5,0.4789
10060,ZTF20acfvltv_20201001_LT_v1.ascii,ZTF20acfvltv_20201001_LT_v1_10,Ia-norm,0.042,Ia-norm/2011fe/STIS+2455818.1701389,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.98808813,0.011911842,2.8136833,-2.0,ZTF20acfvltv,Ia,10,Ia-norm,18.23,10,0.0551
10061,ZTF20acfvqdz_20201003_P60_v1.ascii,ZTF20acfvqdz_20201003_P60_v1_10,Ia-norm,0.0316445,Ia-norm/2013dy/DEIMOS+2456485.1189931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.45107573,0.54892427,-15.381007,0.8,ZTF20acfvqdz,Ic,5,Ic-norm,4.62,4,0.2834
10062,ZTF20acfvqdz_20201009_LT_v1.ascii,ZTF20acfvqdz_20201009_LT_v1_10,IIn,0.0316445,IIn/1999el/Other+2451486.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.30045944,0.69954056,0.32425362,1.4,ZTF20acfvqdz,II,3,Ic-BL,4.51,3,0.0282
10063,ZTF20acfvqdz_20201009_P60_v1.ascii,ZTF20acfvqdz_20201009_P60_v1_10,ILRT,0.0316445,ILRT/2019abn/ALFOSC+2458509.7267361,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22088896,0.779111,-20.773264,-1.8,ZTF20acfvqdz,II,4,IIb,4.22,4,0.0251
10064,ZTF20acfvqjl_20201003_P60_v1.ascii,ZTF20acfvqjl_20201003_P60_v1_10,II,0.009429,II/2003ed/KAST+2452797.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9772047,0.022795305,52798.0,-2.0,ZTF20acfvqjl,Ib,7,Ib-norm,6.74,5,0.0195
10065,ZTF20acfvqjl_20201003_P60_v2.ascii,ZTF20acfvqjl_20201003_P60_v2_10,IIb,0.009429,IIb/2013df/HET-LRS+2456481.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.57734615,0.42265382,14.0,-1.4,ZTF20acfvqjl,Ia,10,Ia-91T,9.77,7,0.0195
10066,ZTF20acfvqjl_20201021_P200_v1.ascii,ZTF20acfvqjl_20201021_P200_v1_10,II,0.009429,II/2013fs/DBSP+2456622.702037,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.76287806,0.23712195,46.39442,-2.0,ZTF20acfvqjl,Gal,10,Gal,8.83,10,0.0088
10067,ZTF20acfvsze_20201006_P60_v1.ascii,ZTF20acfvsze_20201006_P60_v1_10,Ia-rapid,0.06,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.51930606,0.4806939,6.312002,2.0,ZTF20acfvsze,Ib,8,Ib-norm,6.19,8,0.4602
10068,ZTF20acfvsze_20201007_P60_v1.ascii,ZTF20acfvsze_20201007_P60_v1_10,Ia-norm,0.057,Ia-norm/1994D/KAST+2449429.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.5650486,0.43495142,-2.8024542,-1.6,ZTF20acfvsze,Ia,10,Ia-03fg,5.9,6,0.0618
10069,ZTF20acfwrln_20201017_P60_v1.ascii,ZTF20acfwrln_20201017_P60_v1_10,ILRT,0.0183,ILRT/2019abn/ALFOSC+2458509.7267361,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.66540074,0.33459926,-20.773264,-2.0,ZTF20acfwrln,Gal,4,Gal,5.21,4,0.0177
10070,ZTF20acfwrln_20201017_P60_v2.ascii,ZTF20acfwrln_20201017_P60_v2_10,II,0.0183,II/2013ej/DEIMOS+2456545.9089931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.5583824,0.4416176,37.800774,-2.0,ZTF20acfwrln,II,9,II-norm,10.98,7,0.017
10071,ZTF20acgbkji_20201004_P60_v1.ascii,ZTF20acgbkji_20201004_P60_v1_10,Ia 99aa-like,0.041,Ia 99aa-like/1999aa/ALFOSC+2451222.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.35519302,0.644807,-10.0,2.0,ZTF20acgbkji,Ia,3,Ia-norm,5.98,2,0.497
10072,ZTF20acgbkji_20201009_P60_v1.ascii,ZTF20acgbkji_20201009_P60_v1_10,Ia-pec,0.041,Ia-pec/2013bh/HET-LRS+2456388.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.083258726,0.91674125,3.0,1.6,ZTF20acgbkji,Ic,2,Ic-SLSN,5.03,2,0.4278
10073,ZTF20acgbkji_20201009_P60_v2.ascii,ZTF20acgbkji_20201009_P60_v2_10,II,0.042,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.07758885,0.92241114,8.0,2.0,ZTF20acgbkji,II,11,II-norm,4.84,11,0.0403
10074,ZTF20acgbxgi_20201007_P60_v1.ascii,ZTF20acgbxgi_20201007_P60_v1_10,Ia 99aa-like,0.019215,Ia 99aa-like/1999aa/DIS+2451226.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.372372,0.62762797,-6.0,2.0,ZTF20acgbxgi,Ib,4,Ibn,5.58,4,0.4708
10075,ZTF20acgcgnf_20201004_P60_v1.ascii,ZTF20acgcgnf_20201004_P60_v1_10,Ia 99aa-like,0.0912,Ia 99aa-like/1999aa/KAST+2451232.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.9446482,0.055351783,0.0,-0.2,ZTF20acgcgnf,Ia,9,Ia-norm,14.56,9,0.0999
10076,ZTF20acgcgnf_20201005_LT_v1.ascii,ZTF20acgcgnf_20201005_LT_v1_10,Ia 99aa-like,0.1008,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.9858669,0.014133103,8.0,0.0,ZTF20acgcgnf,Ia,7,Ia-norm,19.04,5,0.0876
10077,ZTF20acgcgnf_20201009_LT_v1.ascii,ZTF20acgcgnf_20201009_LT_v1_10,Ia 99aa-like,0.1008,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.98233324,0.017666753,8.0,-1.0,ZTF20acgcgnf,Ia,8,Ia-norm,10.65,4,0.0855
10078,ZTF20acgchsp_20201007_P60_v1.ascii,ZTF20acgchsp_20201007_P60_v1_10,TDE H+He,0.0456,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.17409118,0.82590884,9.906065,0.6,ZTF20acgchsp,Gal,4,Gal,9.2,4,0.0456
10079,ZTF20acgcice_20201021_P200_v1.ascii,ZTF20acgcice_20201021_P200_v1_10,IIb,0.07923,IIb/2011fu/LRIS+2455830.8839931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.5812944,0.41870558,-15.616007,-1.2,ZTF20acgcice,II,6,II-norm,10.03,4,0.0255
10080,ZTF20acgcoly_20201017_P60_v1.ascii,ZTF20acgcoly_20201017_P60_v1_10,II,0.07923,II/2002hh/ESI+2452584.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.10098308,0.8990169,3.0,2.0,ZTF20acgcoly,Ic,9,Ic-SLSN,6.57,9,0.5067
10081,ZTF20acgddbm_20201007_P60_v1.ascii,ZTF20acgddbm_20201007_P60_v1_10,Ia 99aa-like,0.0342,Ia 99aa-like/1999aa/DIS+2451226.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.40775317,0.59224683,-6.0,1.4,ZTF20acgddbm,Ic,5,Ic-BL,4.06,5,0.0192
10082,ZTF20acgdycd_20201027_LT_v1.ascii,ZTF20acgdycd_20201027_LT_v1_10,Ia-norm,0.0525,Ia-norm/2009Y/LRIS+2454882.165,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.48575813,0.5142419,6.0206676,-0.8,ZTF20acgdycd,Gal,3,Gal,7.42,3,0.5884
10083,ZTF20acgdycd_20201027_LT_v2.ascii,ZTF20acgdycd_20201027_LT_v2_10,Ia-pec,0.04875,Ia-pec/2013bh/HET-LRS+2456404.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.21470438,0.7852956,19.0,0.6,ZTF20acgdycd,Ia,5,Ia-02cx,5.91,4,0.0455
10084,ZTF20acgdycd_20201031_LT_v1.ascii,ZTF20acgdycd_20201031_LT_v1_10,Ia-norm,0.04875,Ia-norm/2011fe/LRIS+2455830.6979167,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.61146843,0.3885316,15.341461,-2.0,ZTF20acgdycd,Ia,8,Ia-91T,9.32,7,0.0504
10085,ZTF20acgdycd_20201031_LT_v2.ascii,ZTF20acgdycd_20201031_LT_v2_10,Ia-norm,0.05125,Ia-norm/2007sr/FAST+2454464.03,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.54890937,0.45109066,13.53,-2.0,ZTF20acgdycd,Ia,5,Ia-norm,10.16,3,0.0489
10086,ZTF20acgdycd_20201102_LT_v1.ascii,ZTF20acgdycd_20201102_LT_v1_10,Ia-norm,0.05125,Ia-norm/2007sr/FAST+2454464.03,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.082561895,0.9174381,13.53,2.0,ZTF20acgdycd,Ia,6,Ia-norm,5.81,4,0.045
10087,ZTF20acggvnn_20201017_P60_v1.ascii,ZTF20acggvnn_20201017_P60_v1_10,IIn,0.039007,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.052530654,0.94746935,184.0,2.0,ZTF20acggvnn,Gal,7,Gal,9.13,7,0.0374
10088,ZTF20acggxac_20201010_P60_v1.ascii,ZTF20acggxac_20201010_P60_v1_10,Ia-norm,0.08835,Ia-norm/2011fe/STIS+2455814.8902778,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.9941749,0.005825094,-0.46617794,0.6,ZTF20acggxac,Ia,10,Ia-norm,12.02,10,0.0987
10089,ZTF20acggzxc_20201008_P60_v1.ascii,ZTF20acggzxc_20201008_P60_v1_10,Ia-norm,0.0861,Ia-norm/2011fe/STIS+2455814.8902778,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.62106526,0.3789347,-0.46617794,2.0,ZTF20acggzxc,Ia,9,Ia-91T,9.48,5,0.0864
10090,ZTF20acghodf_20201013_P60_v1.ascii,ZTF20acghodf_20201013_P60_v1_10,TDE H+He,0.0212625,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.6081184,0.3918816,9.906065,-2.0,ZTF20acghodf,LBV,6,LBV,7.2,6,0.0207
10091,ZTF20acghodf_20201014_LT_v1.ascii,ZTF20acghodf_20201014_LT_v1_10,IIn,0.02075625,IIn/2002bu/KAST+2452372.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB6,0.9914324,0.00856758,5.0,1.0,ZTF20acghodf,QSO,4,QSO,11.92,4,0.0202
10092,ZTF20acgided_20201004_P60_v1.ascii,ZTF20acgided_20201004_P60_v1_10,II,0.01615,II/2013ej/HET-LRS+2456505.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.88134813,0.118651874,-2.6082177,2.0,ZTF20acgided,Ia,9,Ia-norm,6.18,9,0.4338
10093,ZTF20acgided_20201004_P60_v2.ascii,ZTF20acgided_20201004_P60_v2_10,TDE H+He,0.017,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.44801316,0.5519868,9.906065,1.6,ZTF20acgided,Ic,10,Ic-SLSN,6.11,9,0.2797
10094,ZTF20acgided_20201004_P60_v3.ascii,ZTF20acgided_20201004_P60_v3_10,TDE H+He,0.017,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.33024776,0.66975224,9.906065,2.0,ZTF20acgided,Ic,7,Ic-SLSN,2.72,4,1.0101
10095,ZTF20acgided_20201006_P60_v1.ascii,ZTF20acgided_20201006_P60_v1_10,TDE H+He,0.017,TDE H+He/ASASSN-14li/DIS+2456994.0060648,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.3620233,0.6379767,9.906065,2.0,ZTF20acgided,Ic,9,Ic-BL,4.99,9,0.4605
10096,ZTF20acgided_20201010_P60_v1.ascii,ZTF20acgided_20201010_P60_v1_10,Ia-rapid,0.01785,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.78791136,0.21208861,6.312002,2.0,ZTF20acgided,Ic,7,Ic-BL,6.22,7,0.2796
10097,ZTF20acgided_20201012_P60_v1.ascii,ZTF20acgided_20201012_P60_v1_10,Ia-rapid,0.01785,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.7352333,0.26476666,6.312002,2.0,ZTF20acgided,Gal,3,Gal,8.19,3,0.3366
10098,ZTF20acgided_20201021_P200_v1.ascii,ZTF20acgided_20201021_P200_v1_10,II,0.01615,II/2014G/KAST+2456680.895,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.9012774,0.09872256,2.395,0.2,ZTF20acgided,II,6,II-norm,7.79,4,0.0159
10099,ZTF20acgided_20201022_P60_v1.ascii,ZTF20acgided_20201022_P60_v1_10,Ia-rapid,0.01615,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.13331993,0.8666801,6.312002,2.0,ZTF20acgided,II,7,IIn,6.84,6,0.0175
10100,ZTF20acgigfo_20201005_LT_v1.ascii,ZTF20acgigfo_20201005_LT_v1_10,IIn,0.0001785,IIn/2008fq/WFCCD+2454731.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.6272218,0.37277818,3.0,1.8,ZTF20acgigfo,Ia,5,Ia-csm,6.76,4,0.0214
10101,ZTF20acgigfo_20201007_P60_v1.ascii,ZTF20acgigfo_20201007_P60_v1_10,IIn,0.0001785,IIn/2005cp/DBSP+2453743.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.42357746,0.5764225,184.0,-1.6,ZTF20acgigfo,II,8,IIn,8.76,8,0.0006
10102,ZTF20acgiglu_20201003_P60_v1.ascii,ZTF20acgiglu_20201003_P60_v1_10,IIb,0.025384,IIb/2013df/DEIMOS+2456453.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6526207,0.3473793,-14.0,2.0,ZTF20acgiglu,II,4,II-norm,6.4,4,0.3423
10103,ZTF20acgiglu_20201013_P60_v1.ascii,ZTF20acgiglu_20201013_P60_v1_10,IIb,0.025384,IIb/2013df/HET-LRS+2456459.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.07344507,0.9265549,-8.0,2.0,ZTF20acgiglu,Ic,5,Ic-BL,5.78,5,0.4547
10104,ZTF20acgiglu_20201013_P60_v2.ascii,ZTF20acgiglu_20201013_P60_v2_10,IIb,0.025384,IIb/2013df/HET-LRS+2456459.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.05468146,0.9453185,-8.0,1.0,ZTF20acgiglu,Ia,6,Ia-02cx,4.28,6,0.453
10105,ZTF20acgiglu_20201020_P60_v1.ascii,ZTF20acgiglu_20201020_P60_v1_10,II,0.025384,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.12781209,0.8721879,8.0,1.8,ZTF20acgiglu,Ic,6,Ic-norm,8.1,6,0.4952
