,Version,Resolution,Superfit_c,Superfit_z,Match,Gal,Frac(SN),Frac(gal),Phase,Av,ZTF_Name,Zooniverse_c_broad,agreement_broad,Zooniverse_c,rlap,agreement,z
5954,ZTF19acgfvvi_20191029_P60_v1.ascii,ZTF19acgfvvi_20191029_P60_v1_10,Ia 99aa-like,0.046125,Ia 99aa-like/iPTF14bdn/YFOSC+2456808.1784722,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.5180195,0.4819805,-14.712682,2.0,ZTF19acgfvvi,Ib,7,Ibn,5.13,7,0.4893
5955,ZTF19acgfvvi_20191031_APO_v1.ascii,ZTF19acgfvvi_20191031_APO_v1_10,SLSN-II,0.04725,SLSN-II/2013hx/EFOSC2-NTT+2456726.5265972,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.22992542,0.7700746,17.026598,1.4,ZTF19acgfvvi,Ic,4,Ic-SLSN,4.49,4,0.4654
5956,ZTF19acgfvvi_20191105_Lick_3-m_v1.ascii,ZTF19acgfvvi_20191105_Lick_3-m_v1_10,IIb,0.04725,IIb/2011fu/LRIS+2455830.8839931,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.9992367,0.00076326984,-15.616007,-0.2,ZTF19acgfvvi,II,5,IIb,4.8,3,0.0555
5957,ZTF19acgjjfy_20191025_P60_v1.ascii,ZTF19acgjjfy_20191025_P60_v1_10,Ia-rapid,0.109675,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.9741781,0.025821932,6.312002,2.0,ZTF19acgjjfy,Ia,0,Ia,4.27,0,1.1414
5958,ZTF19acgjjfy_20191025_P60_v2.ascii,ZTF19acgjjfy_20191025_P60_v2_10,II,0.11235,II/1999em/Nickel-Spec+2451482.845,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.6612605,0.3387395,0.345,2.0,ZTF19acgjjfy,Ic,3,Ic-BL,3.98,2,1.1434
5959,ZTF19acgjnfz_20191104_APO_v1.ascii,ZTF19acgjnfz_20191104_APO_v1_10,Ia 91T-like,0.0475,Ia 91T-like/1991T/UV-Schmidt+2448381.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.8858897,0.114110276,6.0,-1.6,ZTF19acgjnfz,Ia,7,Ia-norm,10.82,5,0.0517
5960,ZTF19acgjnis_20191026_P60_v1.ascii,ZTF19acgjnis_20191026_P60_v1_10,Ia-norm,0.0361,Ia-norm/2011fe/SNIFS+2455826.7151273,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.8707201,0.12927994,11.358671,-2.0,ZTF19acgjnis,Ia,8,Ia-norm,15.34,5,0.0387
5961,ZTF19acgjohb_20191027_P60_v1.ascii,ZTF19acgjohb_20191027_P60_v1_10,Ia 99aa-like,0.0777,Ia 99aa-like/1999aa/MARK-III+2451240.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.7451431,0.25485685,8.0,1.2,ZTF19acgjohb,Ia,9,Ia-norm,12.83,9,0.0723
5962,ZTF19acgjojy_20191107_P60_v1.ascii,ZTF19acgjojy_20191107_P60_v1_10,Ia-norm,0.076,Ia-norm/2011by/KAST+2455695.7459954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.98880935,0.011190642,5.2459955,-0.4,ZTF19acgjojy,Ia,10,Ia-norm,15.8,7,0.0745
5963,ZTF19acgjosf_20191102_P60_v1.ascii,ZTF19acgjosf_20191102_P60_v1_10,Ia-norm,0.0740145,Ia-norm/2009ig/KAST+2455093.9919907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.27778688,0.72221315,14.181275,2.0,ZTF19acgjosf,Ia,6,Ia-91T,8.72,5,0.0755
5964,ZTF19acgjpgh_20191031_P60_v2.ascii,ZTF19acgjpgh_20191031_P60_v2_10,SLSN-I,0.0619125,SLSN-I/2017egm/SPRAT+2457915.4171759,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.46053284,0.53946716,-10.66692,2.0,ZTF19acgjpgh,Ib,8,Ibn,4.19,8,0.4965
5965,ZTF19acgjpgh_20191110_P60_v1.ascii,ZTF19acgjpgh_20191110_P60_v1_10,SLSN-I,0.066675,SLSN-I/2017egm/KAST+2457925.6979977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6847527,0.31524733,-0.3860976,-0.2,ZTF19acgjpgh,Ia,7,Ia-91T,7.49,4,0.4979
5966,ZTF19acgjpgh_20191125_P200_v1.ascii,ZTF19acgjpgh_20191125_P200_v1_10,SLSN-IIb,0.0619125,SLSN-IIb/2019hge/DBSP+2458665.9107755,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.7541144,0.24588561,-29.809225,0.6,ZTF19acgjpgh,Ib,8,Ib-norm,6.45,7,0.0728
5967,ZTF19acgjpgh_20191125_P60_v1.ascii,ZTF19acgjpgh_20191125_P60_v1_10,SLSN-I,0.066675,SLSN-I/2017egm/KAST+2457925.6979977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.7573577,0.2426423,-0.3860976,-0.8,ZTF19acgjpgh,II,3,IIb,5.94,3,0.0584
5968,ZTF19acgjpgh_20191218_NOT_v1.ascii,ZTF19acgjpgh_20191218_NOT_v1_10,II,0.066675,II/2013ej/BC-Asi+2456504.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6976788,0.30232117,-3.6082177,-1.4,ZTF19acgjpgh,Ic,10,Ic-SLSN,5.32,10,0.0661
5969,ZTF19acgjpgh_20191219_P60_v1.ascii,ZTF19acgjpgh_20191219_P60_v1_10,Ibn,0.060325,Ibn/2010al/DBSP+2455273.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.8367699,0.16323009,-8.183261,0.0,ZTF19acgjpgh,Ia,4,Ia-norm,4.67,4,0.0772
5970,ZTF19acgjpgh_20191219_P60_v2.ascii,ZTF19acgjpgh_20191219_P60_v2_10,SLSN-Ib,0.066675,SLSN-Ib/2010md/DBSP+2455391.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.3910047,0.6089953,22.0,1.8,ZTF19acgjpgh,Ia,6,Ia-norm,4.93,6,0.1209
5971,ZTF19acgjpgh_20191221_LT_v1.ascii,ZTF19acgjpgh_20191221_LT_v1_10,Ic-BL,0.0650875,Ic-BL/2002ap/FOSC+2452306.1943981,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.15522504,0.84477496,-5.305602,2.0,ZTF19acgjpgh,Ic,5,Ic-SLSN,5.24,5,0.0757
5972,ZTF19acgjpgh_20191221_P200_v1.ascii,ZTF19acgjpgh_20191221_P200_v1_10,Ic-BL,0.060325,Ic-BL/1998bw/DFOSC+2450941.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.28527483,0.7147252,-1.0,2.0,ZTF19acgjpgh,Ic,3,Ic-SLSN,4.26,3,0.6352
5973,ZTF19acgjpgh_20191227_APO_v1.ascii,ZTF19acgjpgh_20191227_APO_v1_10,Ic,0.060325,Ic/2013ek/WiFeS+2456505.1578356,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.09959722,0.9004028,56505.656,2.0,ZTF19acgjpgh,Ia,9,Ia-91T,8.66,8,0.0728
5974,ZTF19acgjpgh_20191227_LT_v1.ascii,ZTF19acgjpgh_20191227_LT_v1_10,Ia-rapid,0.060325,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.80118406,0.19881594,6.312002,-1.0,ZTF19acgjpgh,Ia,7,Ia-91T,7.31,6,0.0959
5975,ZTF19acgjpgh_20191227_LT_v2.ascii,ZTF19acgjpgh_20191227_LT_v2_10,Ia-rapid,0.060325,Ia-rapid/2002bj/LRIS+2452340.8120023,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.7513415,0.24865851,6.312002,-0.6,ZTF19acgjpgh,Ic,5,Ic-SLSN,7.04,5,0.0794
5976,ZTF19acgjpgh_20191231_P60_v1.ascii,ZTF19acgjpgh_20191231_P60_v1_10,Ic,0.066675,Ic/2007gr/KAST+2454334.0109954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.44028908,0.5597109,-2.4890046,2.0,ZTF19acgjpgh,Ic,2,Ic-norm,5.78,2,0.065
5977,ZTF19acgjpgh_20200101_P200_v1.ascii,ZTF19acgjpgh_20200101_P200_v1_10,SLSN-Ib,0.066675,SLSN-Ib/2010md/KAST+2455384.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.7981492,0.20185079,15.0,-0.4,ZTF19acgjpgh,Ia,4,Ia-norm,11.63,4,0.0755
5978,ZTF19acgjpgh_20200105_P60_v1.ascii,ZTF19acgjpgh_20200105_P60_v1_10,Ia-pec,0.0650875,Ia-pec/2013bh/HET-LRS+2456404.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.18596606,0.8140339,19.0,-0.4,ZTF19acgjpgh,Ia,2,Ia-norm,9.83,1,0.0744
5979,ZTF19acgjpgh_20200124_Keck1_v1.ascii,ZTF19acgjpgh_20200124_Keck1_v1_10,SLSN-Ib,0.0635,SLSN-Ib/2010md/LRIS+2455419.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.50891507,0.49108496,50.0,1.6,ZTF19acgjpgh,II,10,IIb,11.74,9,0.066
5980,ZTF19acgjpgh_20200130_P60_v1.ascii,ZTF19acgjpgh_20200130_P60_v1_10,SLSN-Ib,0.0635,SLSN-Ib/2010md/LRIS+2455419.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.48860028,0.51139975,50.0,1.6,ZTF19acgjpgh,Ib,4,Ibn,5.49,4,0.0699
5981,ZTF19acgjpgh_20200212_P200_v1.ascii,ZTF19acgjpgh_20200212_P200_v1_10,SLSN-Ib,0.0635,SLSN-Ib/2010md/LRIS+2455419.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.85423243,0.14576758,50.0,0.8,ZTF19acgjpgh,II,4,IIb,9.72,4,0.0642
5982,ZTF19acgjpgh_20200225_P200_v1.ascii,ZTF19acgjpgh_20200225_P200_v1_10,SLSN-Ib,0.0635,SLSN-Ib/2010md/LRIS+2455472.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.78057593,0.21942408,103.0,0.2,ZTF19acgjpgh,Ic,8,Ic-norm,8.1,6,0.0642
5983,ZTF19acgjpgh_20210211_Keck1_v1.ascii,ZTF19acgjpgh_20210211_Keck1_v1_10,IIn,0.0635,IIn/2010jl/LRIS+2456332.8394444,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.19204022,0.8079598,845.3394,1.0,ZTF19acgjpgh,Gal,7,Gal,13.68,7,0.0635
5984,ZTF19acgjuua_20191028_P60_v1.ascii,ZTF19acgjuua_20191028_P60_v1_10,Ia-pec,0.0829,Ia-pec/2013bh/HET-LRS+2456388.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.85186213,0.14813788,3.0,2.0,ZTF19acgjuua,Ia,11,Ia-norm,7.93,6,0.0843
5985,ZTF19acgldqr_20191105_P200_v1.ascii,ZTF19acgldqr_20191105_P200_v1_10,Ia-02cx like,0.04023125,Ia-02cx like/2012Z/LRIS+2456001.7159954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.8286516,0.1713484,34.404243,-0.6,ZTF19acgldqr,Ia,10,Ia-91bg,15.29,10,0.0493
5986,ZTF19acgldqr_20200623_Keck1_v1.ascii,ZTF19acgldqr_20200623_Keck1_v1_10,Ia 91T-like,0.0412125,Ia 91T-like/1991T/Other+2448362.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.99301517,0.0069848,-13.0,0.6,ZTF19acgldqr,Ic,3,Ic-SLSN,4.84,3,0.2787
5987,ZTF19acgmkrt_20191028_P60_v1.ascii,ZTF19acgmkrt_20191028_P60_v1_10,SLSN-I,0.06688,SLSN-I/LSQ14an/FORS2+2457069.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB5,0.00063492055,0.9993651,409.0,-1.0,ZTF19acgmkrt,Ia,8,Ia-norm,6.77,8,0.0705
5988,ZTF19acgmkrt_20191104_APO_v1.ascii,ZTF19acgmkrt_20191104_APO_v1_10,ILRT,0.0704,ILRT/2019abn/ALFOSC+2458509.7267361,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB3,0.6301615,0.36983848,-20.773264,-1.2,ZTF19acgmkrt,II,6,II-norm,6.09,6,0.0701
5989,ZTF19acgmkrt_20191112_P60_v1.ascii,ZTF19acgmkrt_20191112_P60_v1_10,Ia-CSM-(ambigious),0.07216,Ia-CSM-(ambigious)/2002ic/BC-Magellan+2452607.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.41425276,0.58574724,2.0,-0.4,ZTF19acgmkrt,Ia,9,Ia-csm,5.74,5,0.0715
5990,ZTF19acgmznn_20191023_P60_v1.ascii,ZTF19acgmznn_20191023_P60_v1_10,ILRT,0.07392,ILRT/PTF10fqs/HET-LRS+2455319.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.3634324,0.6365676,6.0,-2.0,ZTF19acgmznn,Ia,5,Ia-norm,5.5,3,0.2861
5991,ZTF19acgogcm_20191031_P60_v1.ascii,ZTF19acgogcm_20191031_P60_v1_10,Ia-norm,0.0361,Ia-norm/2011by/KAST+2455695.7459954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sa,0.33325344,0.66674656,5.2459955,0.2,ZTF19acgogcm,Ia,9,Ia-norm,9.62,8,0.0348
5992,ZTF19acgonwy_20191023_P60_v1.ascii,ZTF19acgonwy_20191023_P60_v1_10,Ib,0.06935,Ib/2014C/DEIMOS+2457686.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.016527385,0.9834726,1017.3441,1.4,ZTF19acgonwy,II,6,II-norm,5.61,6,0.0748
5993,ZTF19acgouje_20191104_P60_v1.ascii,ZTF19acgouje_20191104_P60_v1_10,Ia-norm,0.069,Ia-norm/2012cg/KAST+2456091.7259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.67338145,0.32661852,9.54657,2.0,ZTF19acgouje,Ia,9,Ia-norm,17.58,9,0.0691
5994,ZTF19acgoven_20191030_P60_v2.ascii,ZTF19acgoven_20191030_P60_v2_10,SLSN-I,0.035022,SLSN-I/2017egm/ALFOSC+2457922.43,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.99503446,0.0049655735,-3.6540954,1.4,ZTF19acgoven,Ic,4,Ic-norm,4.87,4,0.6188
5995,ZTF19acgoven_20191105_P200_v1.ascii,ZTF19acgoven_20191105_P200_v1_10,II,0.035022,II/1999em/LRIS+2451490.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sb,0.34865856,0.65134144,8.0,-2.0,ZTF19acgoven,Gal,6,Gal,9.9,6,0.0355
5996,ZTF19acgphsf_20191027_P60_v1.ascii,ZTF19acgphsf_20191027_P60_v1_10,Ia-norm,0.02493825,Ia-norm/2012cg/KAST+2456120.7259954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.70231706,0.29768294,38.54657,2.0,ZTF19acgphsf,Ia,10,Ia-norm,11.81,7,0.0391
5997,ZTF19acgpkye_20191103_P60_v1.ascii,ZTF19acgpkye_20191103_P60_v1_10,Ia-norm,0.05,Ia-norm/2015N/KAST+2457226.89,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/Sc,0.1600381,0.8399619,5.39,2.0,ZTF19acgpkye,Ia,9,Ia-norm,11.25,6,0.0445
5998,ZTF19acgpnlk_20191027_P60_v1.ascii,ZTF19acgpnlk_20191027_P60_v1_10,Ia 99aa-like,0.03228225,Ia 99aa-like/1999aa/KAST+2451292.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB1,0.6761331,0.3238669,60.0,2.0,ZTF19acgpnlk,Ia,5,Ia-norm,12.05,5,0.0355
5999,ZTF19acgpnlk_20191101_P60_v1.ascii,ZTF19acgpnlk_20191101_P60_v1_10,Ia-pec,0.0314545,Ia-pec/2000cx/KAST+2451813.8890046,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB2,0.5200288,0.47997117,60.389004,2.0,ZTF19acgpnlk,Ia,8,Ia-norm,9.92,7,0.0324
6000,ZTF19acgpqxt_20191030_P60_v2.ascii,ZTF19acgpqxt_20191030_P60_v2_10,Ia 91T-like,0.08775,Ia 91T-like/2018hfr/KAST+2458404.045,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.95876294,0.04123706,58404.547,0.6,ZTF19acgpqxt,Ia,8,Ia-02cx,5.04,4,0.0638
6001,ZTF19acgpqxt_20191106_P60_v1.ascii,ZTF19acgpqxt_20191106_P60_v1_10,Ia 91T-like,0.08775,Ia 91T-like/2018hfr/KAST+2458408.0429977,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.99341434,0.006585634,58408.543,0.4,ZTF19acgpqxt,Ia,6,Ic-norm,8.07,4,0.1026
6002,ZTF19acgpqxt_20191114_P60_v1.ascii,ZTF19acgpqxt_20191114_P60_v1_10,Ic,0.0945,Ic/2007gr/LRIS+2454330.1319907,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,0.8761672,0.123832844,-6.368009,2.0,ZTF19acgpqxt,Ic,1,Ic-norm,6.74,1,0.9201
6003,ZTF19acgpymd_20191105_P200_v1.ascii,ZTF19acgpymd_20191105_P200_v1_10,IIn,0.0217915,IIn/2002bu/KAST+2452442.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/SB4,,,75.0,-0.8,ZTF19acgpymd,Ic,2,Ic-SLSN,2.9,2,1.1531
6004,ZTF19acgpzsb_20191023_P60_v1.ascii,ZTF19acgpzsb_20191023_P60_v1_10,Ic-BL,0.0365295,Ic-BL/2006aj/FORS2+2453787.5409954,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/S0,0.19944316,0.80055684,3.0409954,-0.2,ZTF19acgpzsb,Gal,11,Gal,6.52,11,0.0332
6005,ZTF19acgpzsb_20191023_P60_v2.ascii,ZTF19acgpzsb_20191023_P60_v2_10,Ic,0.0330505,Ic/1994I/BC-Ekar+2449451.5,/mnt/c/Users/20xha/Documents/Caltech/Research/superfit/bank/binnings/10A/gal/E,0.4235149,0.5764851,2.0,1.8,ZTF19acgpzsb,Ic,6,Ic-BL,6.4,4,0.0456
