,ZTF_Name,Version,subject_ids,NoMatch,#1,#2,#3,#4,#5
2545,ZTF18adazblo,ZTF18adazblo_20181229_P60_v1.ascii,53626109,2,0,0,7,1,0
2546,ZTF18adazgdh,ZTF18adazgdh_20190104_Keck1_v1.ascii,53626110,1,3,1,1,1,3
2547,ZTF18adbacau,ZTF18adbacau_20190126_P200_v1.ascii,53626111,1,6,3,9,1,17
2548,ZTF18adbadfz,ZTF18adbadfz_20190103_P60_v1.ascii,53626112,1,0,2,2,2,3
2549,ZTF18adbadic,ZTF18adbadic_20190315_P200_v1.ascii,53626113,1,1,8,1,0,0
2550,ZTF18adbadqp,ZTF18adbadqp_20190104_P60_v1.ascii,53626114,0,0,6,4,4,10
2551,ZTF18adbckox,ZTF18adbckox_20181231_P60_v1.ascii,53626115,4,2,2,5,1,1
2552,ZTF18adbckox,ZTF18adbckox_20190101_WHT_v1.ascii,53626116,0,5,5,2,5,1
2553,ZTF18adbckox,ZTF18adbckox_20190104_P60_v1.ascii,53626117,0,3,5,0,1,1
2554,ZTF18adbclkd,ZTF18adbclkd_20181230_P60_v1.ascii,53626118,1,7,0,1,1,0
2555,ZTF18adbclkd,ZTF18adbclkd_20181231_P60_v1.ascii,53626119,1,7,0,3,0,0
2556,ZTF18adbcqwv,ZTF18adbcqwv_20181231_P60_v1.ascii,53626120,1,2,1,15,1,2
2557,ZTF18adbcqwv,ZTF18adbcqwv_20181231_P60_v2.ascii,53626121,0,0,1,16,2,0
2558,ZTF18adbhsjc,ZTF18adbhsjc_20181230_P60_v1.ascii,53626122,2,5,1,3,5,1
2559,ZTF18adbikdz,ZTF18adbikdz_20190126_P200_v1.ascii,53626123,12,7,1,0,0,4
2560,ZTF18adbinya,ZTF18adbinya_20190330_P60_v1.ascii,53626124,9,1,1,1,0,8
2561,ZTF18adbmiwf,ZTF18adbmiwf_20190126_P200_v1.ascii,53626125,0,10,1,5,7,6
2562,ZTF18adbmrug,ZTF18adbmrug_20190101_WHT_v1.ascii,53626126,2,2,5,4,2,16
2563,ZTF18adbmrug,ZTF18adbmrug_20190103_P60_v1.ascii,53626127,2,4,0,0,1,4
2564,ZTF18adbmrug,ZTF18adbmrug_20190112_P200_v1.ascii,53626128,1,3,2,2,4,0
2565,ZTF18adbnbqt,ZTF18adbnbqt_20190104_P60_v1.ascii,53626129,8,4,0,5,1,2
2566,ZTF18adbntwo,ZTF18adbntwo_20190103_P60_v1.ascii,53626130,2,1,0,1,3,3
2567,ZTF18adcdcrd,ZTF18adcdcrd_20200216_P60_v1.ascii,53626131,1,1,11,1,8,0
2568,ZTF18adcdcrd,ZTF18adcdcrd_20200220_P60_v1.ascii,53626132,1,10,3,8,1,0
2569,ZTF18adcdcrd,ZTF18adcdcrd_20200227_P60_v1.ascii,53626133,2,6,0,0,0,20
2570,ZTF18adfntwj,ZTF18adfntwj_20191003_P200_v1.ascii,53626134,0,8,5,9,0,1
2571,ZTF19aaadwfi,ZTF19aaadwfi_20190129_LT_v2.ascii,53626135,9,4,3,0,3,1
2572,ZTF19aaadwfi,ZTF19aaadwfi_20190204_LCOGT1m_v2.ascii,53626136,6,3,11,0,1,3
2573,ZTF19aaadwfi,ZTF19aaadwfi_20190204_LT_v1.ascii,53626137,3,1,0,5,8,5
2574,ZTF19aaadwfi,ZTF19aaadwfi_20190212_P200_v1.ascii,53626138,2,1,4,1,0,3
2575,ZTF19aaadwfi,ZTF19aaadwfi_20190212_P200_v2.ascii,53626139,1,0,8,1,0,1
2576,ZTF19aaadwfi,ZTF19aaadwfi_20190315_NOT_v1.ascii,53626140,3,6,0,0,0,1
2577,ZTF19aaadwfi,ZTF19aaadwfi_20190315_P60_v1.ascii,53626141,2,12,4,1,5,0
2578,ZTF19aaafica,ZTF19aaafica_20190102_LT_v1.ascii,53626142,1,4,3,4,0,7
2579,ZTF19aaafica,ZTF19aaafica_20190119_NOT_v1.ascii,53626143,1,10,0,1,6,1
2580,ZTF19aaairqh,ZTF19aaairqh_20190108_NTT_v1.ascii,53626144,1,3,0,0,2,4
2581,ZTF19aaaizjh,ZTF19aaaizjh_20191012_P60_v1.ascii,53626145,0,1,4,0,1,12
2582,ZTF19aaajbmv,ZTF19aaajbmv_20190112_P200_v1.ascii,53626146,1,4,0,6,0,0
2583,ZTF19aaaojck,ZTF19aaaojck_20190109_NTT_v1.ascii,53626147,2,5,0,2,13,4
2584,ZTF19aaapkgk,ZTF19aaapkgk_20190126_P200_v2.ascii,53626148,0,2,2,4,0,1
2585,ZTF19aaarhtg,ZTF19aaarhtg_20200727_P60_v1.ascii,53626149,0,0,0,0,0,10
